Node_ID,Betweenness
18,0.5479079380382497
106,0.13736126386078068
16,0.09383075332587187
186,0.08260278378051308
107,0.06978920159569298
39,0.06545078321630281
158,0.06191080483807113
15,0.053760479904617645
178,0.04963270927127064
171,0.04247996490363529
243,0.04236453023795117
33,0.04017913857362436
119,0.03814852063266373
53,0.03646683997683974
48,0.03500537250314223
139,0.034873882274872134
113,0.03462790103944715
164,0.03439246318001899
224,0.034208357960965864
108,0.03251811650018379
239,0.031971173458689585
225,0.030471562831217328
233,0.030247231625781003
38,0.029694080380661438
202,0.026761528362236442
30,0.024757738072181033
21,0.02249922822851373
154,0.021233764211470323
146,0.020126124904872176
137,0.019979771030120188
254,0.018474834125503742
153,0.018246632477299348
22,0.01730292694236558
75,0.016979537048351603
81,0.016544860480583463
159,0.016332703881571296
147,0.016309631694402367
242,0.015977378216409443
28,0.015183982247939796
219,0.013376323929019463
156,0.013331605470426146
180,0.013300581600386302
58,0.012828795458495296
66,0.012241393128792069
36,0.011919718399559739
220,0.011466847703855988
163,0.011329170775704356
206,0.01110341273139885
185,0.0108267635736539
80,0.009955427950594675
34,0.009540583608250174
240,0.009532764276110588
136,0.009370096417503717
87,0.009252724045675308
112,0.009028711826668541
145,0.008475797954681856
195,0.00826673409246427
79,0.008083266287211968
97,0.00788904630019923
253,0.007698994416453203
192,0.007441225489625661
70,0.007108418481411033
175,0.006947348167729909
250,0.006877151219169232
125,0.006707118633047804
124,0.0066226207399479355
187,0.006604851974613176
100,0.006514623250061308
181,0.0058379951946510205
200,0.0055206134981176415
128,0.0054018546497711425
229,0.005260242745435617
86,0.005091823786144589
131,0.005039739994023217
109,0.0049302002459086355
161,0.004600466909488011
88,0.00457912221369943
127,0.004413243570636495
169,0.00439821564875922
165,0.004215020770840047
144,0.004205997379442758
236,0.004151407831589948
155,0.004096556879480815
44,0.004056488095298233
143,0.004038201900004956
249,0.004032687186744201
245,0.004011911648858868
232,0.003909044703892694
197,0.003874638040725393
241,0.003842394600265744
121,0.0036985271274661657
246,0.0036777067706174576
12,0.0036300880387499512
148,0.0036207907140591643
9,0.0036044418405570254
115,0.003531663585561164
64,0.0035241939470509074
90,0.003470988640326759
31,0.0034418331069792805
157,0.0034382029305265772
49,0.0034315149547213025
184,0.0034024260701240178
207,0.003398656286892896
135,0.0033931227464920216
247,0.0033711574131997614
216,0.0033597365223552774
132,0.0033510283966010253
215,0.003327150654254058
194,0.003320509917098776
222,0.0033045928921244796
228,0.0032626427406199023
140,0.0032626427406199023
120,0.0032626427406199023
141,0.0032626427406199023
172,0.0032626427406199023
111,0.0032626427406199023
226,0.0032626427406199023
114,0.0032626427406199023
189,0.003262642740619902
234,0.003061656808053136
4,0.0030584698944561193
110,0.0029893695126581308
55,0.002982143880902558
103,0.0029354667920672116
218,0.002810993126316837
78,0.002681858489869696
1,0.002617163186383307
73,0.0023937970607315357
29,0.0023162334520895533
5,0.002313333422406994
77,0.002270215202256446
26,0.002237566411401633
217,0.002217266404556789
72,0.0022164174556942693
62,0.002135436041095752
7,0.0021085420033012214
84,0.0020544995691722362
76,0.0020384448566414964
11,0.0020368374924476457
6,0.002015781734243137
198,0.0019298753362798145
19,0.0018698536951683555
10,0.001769234190637698
61,0.0017353230688826346
150,0.001702603628736796
199,0.0015903266555479596
13,0.0015171831127871772
45,0.0014525515944833047
251,0.0013255602096106088
223,0.0012932273655668373
59,0.0012754973836370173
50,0.0012744535780622535
25,0.0012592119270904434
160,0.0012220240921902608
221,0.0011654842560160728
123,0.0011115644656513486
174,0.0010734430622247957
63,0.0009575292129335238
361,0.0009398618550889765
40,0.0009285962055506228
196,0.0009032591451654047
177,0.0008973139555172421
371,0.0008949566102092702
193,0.000886800047704929
289,0.0008646040547213683
32,0.0008108107501485468
126,0.0008102711499257674
46,0.0007927343845563912
24,0.0007776200418938075
168,0.0007616315975700306
2,0.000748937688192011
56,0.0007308663295031547
82,0.0007202472738015907
104,0.0006810380357883578
8,0.0006774722504624346
95,0.0006711787895155833
287,0.0006672423295108252
235,0.0006558188210620804
20,0.0006488313299408434
69,0.0006319452731067321
14,0.0006206859323674092
68,0.0006042131641243898
130,0.0005952267192733917
214,0.0005836500965090058
521,0.0005780014186055657
512,0.0005780014186055657
51,0.0005367245370791295
57,0.0005335668857564036
231,0.0005308994718873903
201,0.000529382607601897
227,0.0005250268323684272
67,0.0004879158477672885
285,0.0004690834197759318
257,0.0004690834197759318
282,0.0004690834197759318
230,0.0004592676519945307
296,0.00045771223310017906
297,0.00045771223310017906
290,0.00045771223310017906
176,0.0004493319489862544
170,0.00044469354795360303
118,0.0004341774620081921
23,0.0004315359037469521
94,0.0004250503548849661
37,0.0004232711387502492
284,0.0004194249864051226
276,0.0004194249864051226
270,0.0004194249864051226
52,0.0004127474050537402
166,0.00039116818582443224
414,0.0003570409224265918
74,0.0003252673219520762
482,0.00028689623140070895
152,0.0002861733458196718
47,0.00028592696636201064
405,0.0002836850146715332
252,0.0002680509392024222
191,0.0002655892368159064
35,0.000264274457594811
244,0.0002594105334571272
248,0.0002594105334571272
348,0.00024433875911661145
288,0.00024299774250461403
91,0.00020620068104562422
134,0.00019686425927025445
162,0.0001881926814952997
42,0.00018579697775370865
539,0.0001656623162076893
101,0.00014721310673680853
27,0.00014508360762349574
422,0.00013885440587932353
420,0.00013885440587932353
183,0.00013402447587768085
3,0.00013322719496882142
138,0.00011898361262672779
83,0.00011732516690454209
213,0.00011668516820744499
413,0.0001162869781524421
381,0.00010198096773028972
133,9.874125483890894e-05
204,9.354796349474027e-05
151,8.808787478648479e-05
182,8.581105939667388e-05
102,8.217379085384902e-05
54,7.398642891495259e-05
142,7.261282939324689e-05
105,6.190496115962484e-05
43,5.786717647887189e-05
203,5.400136571375789e-05
471,5.282491128379237e-05
337,4.9147808479926326e-05
362,4.802644864379184e-05
465,3.615577006520058e-05
188,2.8788024181940307e-05
367,2.864325146255863e-05
98,2.8263872481148686e-05
129,2.566971930058545e-05
390,2.4417887316333328e-05
317,2.221298162186753e-05
363,2.0075978877117588e-05
360,2.0075978877117588e-05
365,1.9991683459680773e-05
60,1.5815788022386687e-05
71,1.5747499943179398e-05
85,1.2616973561220755e-05
41,1.1553058285617543e-05
205,1.137681969606524e-05
501,1.0867274085775188e-05
366,8.481320255622147e-06
324,4.4829835636859915e-06
575,0.0
373,0.0
432,0.0
452,0.0
529,0.0
548,0.0
454,0.0
488,0.0
330,0.0
237,0.0
550,0.0
313,0.0
398,0.0
601,0.0
383,0.0
295,0.0
256,0.0
299,0.0
588,0.0
259,0.0
567,0.0
406,0.0
559,0.0
358,0.0
388,0.0
274,0.0
517,0.0
190,0.0
286,0.0
408,0.0
347,0.0
580,0.0
545,0.0
481,0.0
534,0.0
504,0.0
424,0.0
606,0.0
262,0.0
446,0.0
117,0.0
585,0.0
444,0.0
595,0.0
439,0.0
426,0.0
269,0.0
498,0.0
326,0.0
293,0.0
89,0.0
607,0.0
340,0.0
553,0.0
320,0.0
402,0.0
391,0.0
557,0.0
345,0.0
508,0.0
599,0.0
531,0.0
394,0.0
596,0.0
484,0.0
416,0.0
555,0.0
527,0.0
611,0.0
343,0.0
462,0.0
279,0.0
524,0.0
334,0.0
321,0.0
354,0.0
309,0.0
410,0.0
510,0.0
610,0.0
562,0.0
441,0.0
456,0.0
350,0.0
291,0.0
429,0.0
479,0.0
448,0.0
463,0.0
305,0.0
493,0.0
307,0.0
419,0.0
267,0.0
614,0.0
522,0.0
336,0.0
364,0.0
574,0.0
519,0.0
582,0.0
370,0.0
265,0.0
212,0.0
570,0.0
122,0.0
99,0.0
469,0.0
514,0.0
389,0.0
329,0.0
341,0.0
609,0.0
542,0.0
464,0.0
349,0.0
396,0.0
569,0.0
315,0.0
438,0.0
428,0.0
613,0.0
375,0.0
474,0.0
536,0.0
303,0.0
399,0.0
554,0.0
458,0.0
339,0.0
385,0.0
325,0.0
387,0.0
475,0.0
467,0.0
495,0.0
263,0.0
515,0.0
449,0.0
280,0.0
477,0.0
400,0.0
378,0.0
