Node_ID,Closeness
15,0.5
40,0.46963562753036436
74,0.46963562753036436
11,0.46215139442231074
12,0.4603174603174603
23,0.45136186770428016
69,0.4496124031007752
29,0.44106463878326996
54,0.4393939393939394
4,0.43283582089552236
63,0.43283582089552236
13,0.42962962962962964
10,0.4280442804428044
16,0.4280442804428044
87,0.4233576642335766
45,0.4218181818181818
38,0.42028985507246375
73,0.42028985507246375
14,0.4187725631768953
43,0.4187725631768953
75,0.4187725631768953
9,0.4187725631768953
5,0.4172661870503597
47,0.4142857142857143
28,0.4128113879003559
89,0.41134751773049644
55,0.41134751773049644
93,0.4098939929328622
94,0.4098939929328622
101,0.4084507042253521
18,0.4084507042253521
60,0.4084507042253521
41,0.4070175438596491
22,0.40559440559440557
35,0.40418118466898956
53,0.4027777777777778
49,0.4027777777777778
32,0.4027777777777778
19,0.4013840830449827
33,0.4013840830449827
100,0.4013840830449827
51,0.4013840830449827
46,0.4
109,0.4
86,0.39862542955326463
27,0.39862542955326463
17,0.39862542955326463
36,0.3972602739726027
98,0.3972602739726027
24,0.3972602739726027
84,0.3972602739726027
102,0.3972602739726027
37,0.3972602739726027
42,0.3972602739726027
67,0.39590443686006827
25,0.3945578231292517
78,0.3945578231292517
81,0.39322033898305087
83,0.39322033898305087
3,0.39322033898305087
39,0.3918918918918919
92,0.3918918918918919
2,0.3918918918918919
97,0.3918918918918919
108,0.3918918918918919
26,0.3918918918918919
34,0.38926174496644295
72,0.38926174496644295
31,0.3853820598006645
30,0.3853820598006645
103,0.3841059602649007
79,0.38283828382838286
21,0.3815789473684211
80,0.3815789473684211
77,0.3815789473684211
91,0.380327868852459
106,0.380327868852459
59,0.3790849673202614
68,0.3778501628664495
65,0.3778501628664495
71,0.3778501628664495
8,0.37540453074433655
62,0.37540453074433655
104,0.37540453074433655
48,0.37540453074433655
66,0.3741935483870968
20,0.3741935483870968
57,0.3741935483870968
105,0.3729903536977492
44,0.3729903536977492
85,0.3717948717948718
111,0.3717948717948718
6,0.3706070287539936
82,0.3706070287539936
116,0.3670886075949367
1,0.3625
115,0.3625
58,0.36024844720496896
99,0.3591331269349845
96,0.3558282208588957
113,0.3504531722054381
70,0.34523809523809523
112,0.34421364985163205
107,0.34421364985163205
76,0.3421828908554572
56,0.33429394812680113
64,0.332378223495702
52,0.33048433048433046
50,0.32492997198879553
90,0.32132963988919666
61,0.32132963988919666
110,0.31955922865013775
114,0.31693989071038253
95,0.31016042780748665
117,0.31016042780748665
7,0.3028720626631854
88,0.3012987012987013
