Node_ID,PageRank
67,0.016580046244867884
7,0.01455463058532136
23,0.011467385102069282
20,0.011222183867211364
70,0.010866517246900336
90,0.01006436672552311
32,0.009942249224082374
93,0.009689230668878715
62,0.009577544579336423
35,0.009370834133466056
109,0.009356868251419294
31,0.009258951073732582
13,0.009258208895333913
18,0.009066165590812001
117,0.00897800772733564
80,0.008943689785357263
74,0.008723474724480713
101,0.00863871699478255
19,0.00848212653204664
125,0.008415236789436236
133,0.00836284200048738
89,0.00833744566888045
111,0.008299518453847953
33,0.008296242711374762
60,0.007885130148487107
66,0.007816231046351076
149,0.007643620143685367
42,0.0075979700816571965
137,0.007578140740990959
27,0.007555095739396963
14,0.00753188896932636
15,0.007529994825749731
119,0.007423020170723333
112,0.0074205704794473954
75,0.007271670216475703
24,0.0071170249146954336
12,0.007047489256881568
100,0.007041537620064802
84,0.006999110153666116
122,0.006915049929724576
54,0.006855676728609561
4,0.006775588255790336
21,0.006775588255790336
10,0.0067157459082754405
121,0.006694759994268096
61,0.006676095058376499
97,0.0066652165034698715
28,0.006651820297364557
128,0.006604527379429677
123,0.006566910658370133
154,0.00651230872531642
155,0.006392036942291374
139,0.006360707933313165
165,0.006356123628647623
11,0.0063519460181661255
114,0.006330480257792266
150,0.0063147671503037
37,0.006255528527816775
164,0.006189800288223778
52,0.006189024819905442
68,0.006179736952160134
55,0.0061253629213973565
47,0.006109507470249758
168,0.005925540587545156
38,0.005890345507399434
56,0.0058826092198243
105,0.0058143449234795115
76,0.005771524249685279
51,0.005743456242436626
36,0.0057275211681976435
166,0.005639356732912288
167,0.005639356732912288
87,0.005419232843130041
173,0.005386853198049618
91,0.00527959331554435
110,0.005278321742521144
124,0.00525241267849153
172,0.005243265721801774
86,0.005232870478324151
174,0.005220242341582824
3,0.005213534117834577
71,0.005206784203988284
169,0.0051731723823457
102,0.0051245954836158895
171,0.005101869859094759
152,0.005096729584159336
41,0.005074651451412362
73,0.005060895850063274
45,0.005009985575279516
170,0.004999196720388022
88,0.004978124177304992
46,0.004959895901614796
103,0.004898629595366304
159,0.004896384143840168
43,0.004831313764453292
44,0.004817935350140105
98,0.004774117121474547
148,0.004689878992056279
9,0.004668855664340586
118,0.004653606246774688
81,0.004628374440757125
153,0.004579824490623417
26,0.00456342933864503
107,0.00450892080811574
116,0.004508920808115739
95,0.0045026061360846775
156,0.004491945309951099
83,0.0044247663947865525
96,0.004358305904479785
53,0.004270081896875166
48,0.004262939502078868
85,0.004259720583718929
94,0.004239799516385977
131,0.004234190264894072
82,0.004217222347488474
160,0.0042124512567465276
59,0.004146704131369155
39,0.004137270861716639
40,0.0041289015604311285
16,0.004099614050456388
108,0.0040613839517073804
104,0.004032586061902694
6,0.004024400687443473
106,0.003974545297173285
63,0.003966423780239988
17,0.00395226593900831
130,0.00394859138921337
126,0.0039308227713550845
1,0.0039177099627276946
129,0.0038511940001656132
57,0.003738405550859013
69,0.003732113893830521
138,0.0037282972063601943
65,0.0037241370359502365
136,0.003721756928502996
8,0.0036716403708687445
30,0.003657893779963339
34,0.0036348506925256057
2,0.00363276109166039
113,0.003579561935463353
115,0.0035765969556986904
64,0.003563580328646759
140,0.0035453874091108946
58,0.0035347032752371106
79,0.0035298219737975177
135,0.0034715575173463143
194,0.0033215545008241343
179,0.0033157486021908543
158,0.0033148739094001536
189,0.0032969287006102263
134,0.0032680840622252467
161,0.003231197088026659
120,0.003152877488703934
50,0.003068016794450569
72,0.003014026420797956
78,0.002949411032632484
182,0.00290926363433682
132,0.0029061751327604784
176,0.0029042469555898083
175,0.002904071313743014
193,0.0028355054378401317
127,0.0027423326358069046
178,0.002687931241856189
177,0.002687931241856189
144,0.0026006049144957242
99,0.0025939816000067153
5,0.0025531638136968766
187,0.0025332305002668627
181,0.002390434566678136
157,0.002388583459264125
77,0.0023442836203032974
22,0.0023304006996265362
146,0.0022581528228233284
143,0.0022561533597008658
141,0.0022392234270382683
192,0.002231107615862668
163,0.0022184828183068996
180,0.002176487929568719
147,0.002096096476935373
145,0.002096096476935373
142,0.0020588691900502087
92,0.002044280562617912
185,0.0019765900530918845
186,0.0019765900530918845
183,0.0019437019416939962
184,0.0019437019416939962
188,0.0019373620513544608
29,0.001758196999299739
190,0.001661582769515048
191,0.0015974997121342802
162,0.0012289889579829027
25,0.0011972763476359185
196,0.0011330323848808834
151,0.0010428924979869365
195,0.0010318279889472608
198,0.0009602361588423943
49,0.0009307775802971355
197,0.0009286605642210087
