Node_ID,Eigenvector
509,0.3399955051647675
188,0.3166673109708936
29,0.251442045070657
628,0.2485165557160197
1398,0.23300831379049053
546,0.22627710676568646
1147,0.2245442503371321
716,0.21893777269693737
969,0.2184643070293614
436,0.20404875869973244
965,0.17811479851742876
892,0.17007679238977827
298,0.161070096282003
1481,0.14389726725037638
1187,0.13631913641797558
313,0.1309840198905523
1159,0.10724948176935019
782,0.10398386504677415
282,0.09686235832484957
312,0.09244957438434137
223,0.09128726137622516
80,0.08710423801098023
489,0.06961346835369706
989,0.068418709428799
402,0.06206151066549932
397,0.06170962330141627
568,0.06109566399327261
478,0.060779190444237324
89,0.060181203994192155
999,0.060073830212102906
452,0.058859284469317874
918,0.058119144454680756
403,0.05722865409549233
1435,0.05636059227251232
1350,0.05472029712904558
315,0.05427811565847331
931,0.05368721231001702
79,0.052809229401308534
1202,0.05214169747026814
221,0.05210813056293814
1104,0.05140169024209718
1532,0.05043060455041883
1333,0.04589693390519411
1504,0.04498498855489829
683,0.04472080532231372
617,0.043588439223541456
395,0.043225884987137725
160,0.041584694378587396
1220,0.04152490419977626
1289,0.04113357321027158
120,0.04091644764338401
240,0.04040556642060888
1106,0.03949839876532133
317,0.03922738281371842
616,0.03843252526338894
1420,0.03760539061442168
362,0.036876293414666396
1192,0.036269978693340116
1508,0.035574076805162946
938,0.035353990026274845
1348,0.03521708910920384
670,0.034632730369736596
129,0.034316440988517556
6,0.033930603868764286
1149,0.03322427881516952
777,0.032858184591368966
285,0.03235432698580581
580,0.03212688198548904
1014,0.03206005862791034
426,0.032004266585629736
319,0.03107155688487177
123,0.030998013649414274
629,0.030714735542964267
694,0.030600516613221846
1033,0.03055798018674748
618,0.03013640498043656
355,0.029502031365341734
1137,0.029139456110906695
1479,0.028697530842547593
1165,0.028368238410548963
725,0.028325760255725693
739,0.028261508640006053
1060,0.027928525033064394
1368,0.027928525033064394
1196,0.02767335301321771
863,0.027654382573351996
825,0.02684456085033443
858,0.026753185223327956
1249,0.02661892899582782
986,0.025985798714607298
658,0.025867182825183906
1336,0.025653572482829064
261,0.025503922470045837
1392,0.025421696316461535
166,0.025144575701924552
636,0.02514130838939598
491,0.025022257209154845
842,0.02458305764741633
1276,0.02419650230747056
114,0.024192867770677327
307,0.024177836924745847
1327,0.02415585750538994
905,0.024125165995975594
1157,0.024104187985650734
1388,0.024077826627155827
552,0.024045646819253835
1406,0.023985964291389734
278,0.023962929200192818
267,0.023913060527773262
956,0.023869506054399407
1078,0.023869460368637192
1567,0.02375352503320709
574,0.023752961968074634
16,0.02375296196807463
428,0.023695964196758318
1361,0.02366205767873053
591,0.02366205767873053
1128,0.02363815004183839
1568,0.02363815004183839
1463,0.02363815004183839
394,0.02363815004183839
334,0.02363815004183839
1206,0.02363815004183839
341,0.02363815004183839
297,0.02363815004183839
472,0.02363815004183839
238,0.02363815004183839
1427,0.02363815004183839
1355,0.023300703063755864
764,0.022491331943890438
99,0.022123841496739897
495,0.022016891567772336
150,0.022016891567772336
1022,0.022016891567772336
1423,0.020903504070998436
1002,0.020524754204848283
406,0.020381471530177678
1416,0.020381471530177678
1357,0.020102557950033014
1255,0.019788394548922554
420,0.01964911987863617
1578,0.018701950405843406
1160,0.01850278508020089
978,0.01807450335995584
702,0.017728307490051207
1061,0.017566830489134124
528,0.017495273473179408
653,0.017441015185395353
957,0.01741620637013955
167,0.017362633063425954
867,0.017362223424544302
1413,0.017295659148746607
432,0.01727829760154562
364,0.01727829760154562
634,0.01723489238552909
711,0.017191222532803366
853,0.01718772360501689
162,0.016488797310501624
1176,0.01627854577213452
1432,0.01619986266045878
410,0.01610856367471649
666,0.0160566126609585
66,0.015611453090424256
1488,0.015611453090424256
1544,0.015188683293636701
1598,0.015188683293636701
1549,0.014674234612470064
222,0.014653419179283337
268,0.014497020030967051
135,0.014186463881379209
215,0.014078192136388506
1153,0.013553935554320665
254,0.01350834240770071
1200,0.013265331953603994
427,0.012680417559737605
141,0.012383354882739716
1597,0.012383354882739716
58,0.012383354882739716
919,0.012383354882739716
1311,0.012383354882739716
975,0.012383354882739716
1596,0.012383354882739716
1016,0.011941203128711834
