Node,SIR_Score,Betweenness,Closeness,K-Shell,PageRank,Eigenvector,Katz,VoteRank
35,35.004,0.01648249218080767,0.40418118466898956,5,0.01031676339735179,0.09430747426099731,0.09337066477507251,48
64,15.296,0.0012082666931449435,0.332378223495702,4,0.005018434991442151,0.03326033679815196,0.09057545817159846,11
27,27.928,0.010973158634778503,0.39862542955326463,5,0.007470768734594475,0.07011361467721064,0.09201065174667991,0
72,27.371,0.01257875153977399,0.38926174496644295,5,0.00871538884077184,0.05571436002632204,0.09243094361611703,15
75,34.061,0.01722068745432733,0.4187725631768953,5,0.010269430550937538,0.11174999427466219,0.09340113664360558,34
3,31.578,0.013108041544436974,0.39322033898305087,5,0.009518766295148424,0.07798256262841967,0.0929192331224112,26
4,35.64,0.034391785808923346,0.43283582089552236,5,0.012542562548611923,0.09451188165483901,0.09429006784524169,64
56,16.64,0.002715036870545854,0.33429394812680113,4,0.005042424913288962,0.033711891463181945,0.09057992939116684,0
112,21.218,0.00368240286880695,0.34421364985163205,5,0.0059430708521543835,0.03668677652029715,0.09104884995785716,0
87,31.072,0.032210630175510124,0.4233576642335766,5,0.0117461966250231,0.09898028578132606,0.09385747617842832,40
21,26.56,0.0171908462146729,0.3815789473684211,5,0.008915586671577876,0.06367233389004127,0.09244271146099343,33
10,39.578,0.03452177791695184,0.4280442804428044,5,0.015186602537326142,0.12456974086992051,0.09566410898648256,70
95,14.87,0.0,0.31016042780748665,4,0.0051993989906750325,0.02298574921816178,0.09057702531574337,10
61,9.412,0.0004907286616432044,0.32132963988919666,2,0.0032340399383552756,0.01683252897374743,0.0896532046160419,0
60,32.032,0.01927803398752466,0.4084507042253521,5,0.010016450015657792,0.10284107738973486,0.09294056963926776,43
18,32.206,0.011170229378356225,0.4084507042253521,5,0.009365586373780136,0.11836243517491263,0.09296408101382375,27
81,23.18,0.0072542788060780475,0.39322033898305087,5,0.005849649747404675,0.0593839154878022,0.09108600581870632,0
92,32.085,0.011990496050280295,0.3918918918918919,5,0.009425868049834314,0.08784911457723064,0.09291958288631223,25
98,31.947,0.015140923879973595,0.3972602739726027,5,0.009427402632334696,0.07456780748583915,0.09290767460039927,38
101,30.681,0.012627405783689297,0.4084507042253521,5,0.0084742211682238,0.084981758934784,0.09247602164192667,0
85,22.577,0.0031668986309479788,0.3717948717948718,5,0.005734572400174054,0.05700571969335723,0.0910862625530575,0
59,22.882,0.007484662074187319,0.3790849673202614,4,0.00614434119937615,0.07024860592280201,0.09109573866658037,16
103,27.36,0.007382138924453333,0.3841059602649007,5,0.0075875785503577865,0.055579021192301195,0.09198052978484522,5
17,32.711,0.010249240929945789,0.39862542955326463,5,0.009226168391073694,0.11167848207730387,0.09295042585100394,17
16,39.961,0.021716816749426954,0.4280442804428044,5,0.013827002838410655,0.1695618652962746,0.09527668119052063,55
12,43.686,0.0402457036964725,0.4603174603174603,5,0.015377825978198352,0.19283592883912656,0.09622010928306868,63
69,40.176,0.03917080659823935,0.4496124031007752,5,0.01473599256972133,0.1477565527784582,0.09572873504747695,68
39,25.935,0.006448404430082941,0.3918918918918919,5,0.00661483671793252,0.0686425680853041,0.09155548786034354,0
78,28.721,0.026819701906555166,0.3945578231292517,5,0.01108974806471929,0.0615163158042447,0.0933281540717018,53
52,14.004,0.0010339949073082508,0.33048433048433046,3,0.004257291782529442,0.021121924765709336,0.09011961281757919,0
102,27.053,0.01621700919822377,0.3972602739726027,5,0.008003901510785755,0.07476022008623323,0.09200189679600253,35
90,10.6,0.0005388951378456626,0.32132963988919666,2,0.003136078287683768,0.01759090851074264,0.08966216349794476,0
67,30.644,0.008384843464215965,0.39590443686006827,5,0.009382831190891212,0.08279527566509916,0.09292839416928901,21
71,23.828,0.0026564023973812303,0.3778501628664495,5,0.005656801944351345,0.06228473082537742,0.09107761085982345,0
117,14.724,0.0,0.31016042780748665,4,0.0051993989906750325,0.02298574921816178,0.09057702531574337,0
54,36.36,0.026121013947462347,0.4393939393939394,5,0.012346361801071144,0.15273483309521452,0.09435643110813852,46
36,32.659,0.01985821571604401,0.3972602739726027,5,0.011452767140023105,0.08704758380262545,0.09381843066191865,58
76,17.965,0.0013375997906541286,0.3421828908554572,4,0.004948281223208766,0.029045084673589124,0.09059319940296605,0
25,31.564,0.029310764459354263,0.3945578231292517,5,0.012790276585732285,0.0845430197181201,0.09426434155320523,62
62,18.379,0.004079288608080416,0.37540453074433655,4,0.004938841292212028,0.053931531132866826,0.09062613685208733,0
37,29.271,0.004309130124175459,0.3972602739726027,5,0.006506883597463525,0.10071237980590377,0.0916047294426329,0
38,30.197,0.023673216311105007,0.42028985507246375,5,0.00953326158341194,0.07459451815409394,0.09292999324707629,18
7,8.852,0.0005465682077376229,0.3028720626631854,2,0.003274857082083058,0.011322331502445574,0.0896459794462411,0
40,43.819,0.044105453992659104,0.46963562753036436,5,0.016427416019602684,0.21647919779945898,0.09671274858822194,71
106,21.784,0.003316349202474198,0.380327868852459,5,0.005688847567260805,0.0566521906877961,0.0910794245120897,0
42,27.525,0.018401214410856605,0.3972602739726027,5,0.009893609090186951,0.06473024707628759,0.0928933638467139,56
108,24.075,0.006519283119946265,0.3918918918918919,4,0.005737352845188785,0.06262226370410774,0.09109100531824901,9
105,19.932,0.002221709527545372,0.3729903536977492,4,0.004824520798720605,0.04749902510983361,0.09061029742080802,0
83,22.084,0.006818090601413167,0.39322033898305087,5,0.00581143187632146,0.059602585827409696,0.09109284628501056,0
94,28.995,0.009483828662310536,0.4098939929328622,5,0.00833454135173218,0.09018405067728219,0.09249422833880215,0
44,25.124,0.010485286546341021,0.3729903536977492,5,0.00791389331208336,0.04848252067858969,0.09196182877019175,31
45,35.024,0.026888251214824736,0.4218181818181818,5,0.011354608394392876,0.09496162990945735,0.09384379334093115,45
58,20.498,0.019537772738059758,0.36024844720496896,5,0.009711368109314987,0.03276627679494932,0.09237981669092384,50
86,27.168,0.010179999044028665,0.39862542955326463,5,0.007556256415121941,0.0695884097207873,0.09200165958773066,7
77,23.893,0.0035981323262936297,0.3815789473684211,5,0.006701253895461291,0.05748332328610934,0.09153240063240245,6
100,29.791,0.008033553231314241,0.4013840830449827,5,0.008291991711502654,0.08804168761325915,0.09247811523990368,1
26,32.425,0.012957050249201995,0.3918918918918919,5,0.010444423105566846,0.0793877231766376,0.09336301399408303,57
30,28.964,0.009306587526586835,0.3853820598006645,5,0.008576123043288517,0.06445477134618732,0.09244286480730411,29
91,27.77,0.00748774161594595,0.380327868852459,5,0.007703523373825048,0.05642592436291445,0.09198951499608043,8
79,24.176,0.002939687602433985,0.38283828382838286,5,0.005571948524287244,0.06280763172334683,0.09108889219862909,0
88,8.349,0.0007300439110373394,0.3012987012987013,2,0.0032571966222682365,0.009378094526145572,0.08965697848803235,0
1,21.962,0.009621608156949275,0.3625,5,0.0072061213139748455,0.039068436045781765,0.09150627009553991,36
19,31.689,0.005919065783377161,0.4013840830449827,5,0.008161991318868668,0.10622914460644903,0.09250166020066924,0
114,9.653,0.00031044001808619497,0.31693989071038253,2,0.003218456951815291,0.01660408996852379,0.08965306770196081,0
48,26.264,0.01814386469522181,0.37540453074433655,5,0.010490353382697774,0.054442699569978846,0.09286543831440303,51
107,18.763,0.0012375416127283695,0.34421364985163205,4,0.004954710254047634,0.031829755010436854,0.09058452299858452,0
99,20.005,0.004172101052350464,0.3591331269349845,5,0.005884780659133969,0.03473882907295632,0.09105315949313711,0
43,32.498,0.009428877450399456,0.4187725631768953,5,0.008240781123282907,0.10963365438329493,0.09252438261941613,0
70,19.169,0.0010296538994851129,0.34523809523809523,4,0.004830220153970809,0.040275435521891265,0.09060981099320646,0
104,20.587,0.008774287925780938,0.37540453074433655,5,0.0059879133581335585,0.038527410978517945,0.09105786472203986,0
68,23.559,0.006804468389903605,0.3778501628664495,5,0.006829812279331672,0.04845290042004157,0.09150711877529298,30
46,31.545,0.014426526397400424,0.4,5,0.009513873982196965,0.07193198245310821,0.092909767325233,2
13,41.149,0.021701385156985917,0.42962962962962964,5,0.014637038329436133,0.18435964267169494,0.09574402434829479,67
115,19.661,0.0,0.3625,3,0.003831971438711891,0.06443719817405916,0.09018763092297796,0
14,34.537,0.01483233169904104,0.4187725631768953,5,0.010326614045795204,0.126378254605404,0.09342636850223981,44
9,38.731,0.020430040973015668,0.4187725631768953,5,0.013954058805902227,0.14173188103214684,0.09526413921691178,47
96,19.853,0.00016301373122962326,0.3558282208588957,3,0.0038197980101783266,0.06266464650200206,0.09018076500270285,0
82,22.776,0.006589637064137487,0.3706070287539936,5,0.0068844277026192564,0.0457760066098992,0.09150237758974497,28
23,42.689,0.05115918078001179,0.45136186770428016,5,0.017032493303582464,0.18738056732888878,0.09664987036295614,69
51,26.265,0.015897002465461947,0.4013840830449827,5,0.008155242809264232,0.06409269582834749,0.09198526094241599,22
116,17.732,0.005023421283899741,0.3670886075949367,3,0.005202336780131052,0.036063469166387745,0.09060043964634222,14
93,27.781,0.01800193772063509,0.4098939929328622,5,0.008707708224706475,0.07165640089196612,0.09246357285619247,20
84,30.304,0.015468965710170902,0.3972602739726027,5,0.010583430240039843,0.07055412877253096,0.09334886822205668,60
2,28.664,0.010251770384938706,0.3918918918918919,5,0.007723194701204273,0.07652124184120017,0.0920134032893216,19
6,22.938,0.00425952332446049,0.3706070287539936,5,0.0067273714862889165,0.045641868859950446,0.091522657005964,0
89,33.525,0.02666272768645087,0.41134751773049644,5,0.011826094288801298,0.11264820567703573,0.09386749137821751,42
29,38.075,0.03520711193957401,0.44106463878326996,5,0.01351138178376225,0.13151815144596904,0.09478728476506605,61
22,32.338,0.012767375839801825,0.40559440559440557,5,0.008235014397517101,0.11965155048308539,0.09253391841723245,0
53,28.305,0.014942205820046885,0.4027777777777778,5,0.007615671676711946,0.0684603199037356,0.09201279806376793,0
47,37.001,0.017472322864839115,0.4142857142857143,5,0.011060447027284454,0.12029926021822795,0.09386557727814938,37
34,27.554,0.001485250086647501,0.38926174496644295,5,0.006442865040441562,0.09890995250358413,0.09159552889108138,0
63,37.745,0.03373164453174984,0.43283582089552236,5,0.013441390524077898,0.12184837248931128,0.09476898880738117,65
80,23.065,0.0015637187666219948,0.3815789473684211,4,0.004707639283264937,0.069806241883051,0.09065207333902245,0
31,29.606,0.011856453197778647,0.3853820598006645,5,0.009491062434622973,0.07100997361899432,0.0929028584196339,24
