Node_ID,PageRank
18,0.0447000678321199
106,0.02821372618088468
16,0.018001792803822702
186,0.017594986873882223
107,0.01585259697889952
158,0.013751880755680313
15,0.01218610255980206
178,0.010740223647437232
21,0.010546401954980017
171,0.009941309661171465
243,0.009228423922078947
38,0.009078363094200301
119,0.008833679150420052
39,0.008628030670890716
48,0.008061753914813004
108,0.007974177336379888
224,0.007625265825045397
113,0.007604676565525191
239,0.007604469480015387
139,0.007594512217360985
164,0.0074007505950252446
53,0.007287257146424379
233,0.00704071581342871
33,0.006716947815904163
87,0.006588163526983753
36,0.006249880613711041
225,0.006152168479589486
154,0.005745377077999081
242,0.00571096335311833
202,0.005472507880513702
137,0.005058450252255628
34,0.004976369539347458
22,0.004821895464610235
153,0.0046766092865828295
30,0.004640783593144644
146,0.004538903040236548
1,0.004523093976187437
254,0.0044811772412753715
240,0.004393816874011737
80,0.004369362745727866
75,0.004211482402521634
219,0.004169739270939612
159,0.004116820340512883
81,0.004115658420693329
112,0.00403470157717542
12,0.003841114743974844
147,0.003758505395011022
28,0.0037266928019297277
156,0.0036998514904289168
180,0.0036698735529333048
185,0.003601947702746241
66,0.0035979316153608182
88,0.0035837408833359913
220,0.003530292056009206
86,0.0035141530797420245
44,0.003418657407533724
77,0.003334910100477222
163,0.003274218108205205
19,0.0032342455785442405
29,0.0032322187781560563
206,0.0032029293351826587
234,0.0031900181151827897
55,0.0031881033085523793
31,0.0031295556017916478
58,0.0030369738814941642
4,0.003034705074270866
70,0.0030099041992806587
11,0.0029903683782178635
136,0.0029400216103893555
79,0.002894566112073953
145,0.0028889601007012064
7,0.002885632785423026
181,0.002844837348874623
155,0.0027259094770092493
90,0.0027165646122941107
110,0.002616541840913992
40,0.0025936144055278224
97,0.002536996231075968
229,0.002526833502834504
195,0.0025231612207062635
9,0.0024445516137632612
192,0.002413573627839379
160,0.00240223793559698
103,0.002388483620481085
62,0.002385918729213443
73,0.0023812732010131676
143,0.0023809451304063383
193,0.0023595911448485553
144,0.002359055595731529
241,0.0023387862040262965
26,0.0023192444343086817
253,0.00230905909552745
196,0.002280405052669389
10,0.002223366391226087
161,0.002175758726208782
127,0.0021597178097752176
76,0.0021286903414235153
198,0.0021268385383591097
61,0.002099132885308363
104,0.002089000908676194
187,0.002077885935537974
59,0.0020701587089488075
148,0.002040364867981776
223,0.002021287938492736
177,0.0020123434564360745
128,0.002009634217734229
78,0.002008909490078127
109,0.002008387843758822
64,0.0020049754404215924
250,0.001982261149078317
124,0.001980172518629465
150,0.0019549939658910897
175,0.0019404744339658337
165,0.0019390149250585796
131,0.0019139498254914851
199,0.0019079164628320892
84,0.001904212058642291
361,0.0018977622806258798
125,0.0018953014741465947
170,0.0018827997665775771
27,0.0018786056106206057
221,0.0018748845165155617
200,0.001868980532623249
245,0.001846269061807095
118,0.0018442733706068694
126,0.0018385660645489216
45,0.0018226321412254522
197,0.0018213856124469215
215,0.001806276248695977
67,0.0018022232401895297
218,0.0017910232409607037
169,0.0017667506098719807
236,0.0017547788560888099
371,0.0017505560295868184
2,0.001744887150180243
72,0.0017274802504223066
69,0.0017133663880996447
68,0.0016928709179482243
47,0.0016856340485909321
201,0.0016809319864880003
249,0.0016706693793175707
63,0.0016686043217170605
6,0.0016561431907546205
174,0.0016543427648955755
5,0.001636895520553245
405,0.0016211255611586013
246,0.001618272169485945
25,0.001613557795187728
232,0.001607796820677361
14,0.0016038190087721085
115,0.0015979879753446348
176,0.0015967029242849482
8,0.001580515166909823
216,0.0015621342503192165
184,0.0015516594533023836
230,0.0015461603584762168
121,0.0015449308174285822
135,0.0015344853607703053
194,0.0015237932699621803
52,0.0015235263178257072
207,0.0015194651781551918
132,0.001516724201616422
235,0.001508538339752542
251,0.001499026904649641
24,0.001478197739777749
37,0.0014772306768689174
74,0.001470216058278295
227,0.0014696930085899692
51,0.0014273147132310017
130,0.0014223975758212665
82,0.0014169554817449683
20,0.0013989298803127955
247,0.001394985763378643
46,0.0013846818176150987
157,0.0013723825904591077
191,0.0013708979604569154
32,0.0013615037755330384
35,0.0013387504937255382
172,0.001328501231923765
133,0.0013272200510471388
100,0.0013247288140340483
13,0.0013202919131700924
111,0.001318938772242352
114,0.001318938772242352
120,0.001318938772242352
134,0.0013107140181295887
222,0.001308883654751833
140,0.0013086492996897017
141,0.0013086492996897017
183,0.001308149790333784
228,0.0012950504793493437
189,0.0012929997404927754
3,0.0012864307086456611
95,0.0012460177088682437
414,0.0012348241442144156
57,0.001223521038903365
50,0.0012128274411221688
123,0.0011989902745963834
217,0.0011980634416842919
226,0.001189537500700388
105,0.0011780927481195842
49,0.0011733313280352497
362,0.001165028910697384
91,0.0011365812993853145
204,0.0011334492837916628
162,0.001121948725944974
252,0.0011134078022316536
214,0.0011010155416541394
168,0.0010918778242387794
348,0.001083928519186234
289,0.0010782610270915005
182,0.0010680252909401832
94,0.0010643141349315638
42,0.0010634765286564592
188,0.0010600698874456745
297,0.0010593832017232341
290,0.0010593832017232341
296,0.0010593832017232341
23,0.0010559065588293926
117,0.0010526065135660855
213,0.0010525172085663805
102,0.001049543973620942
85,0.0010482839329410865
151,0.0010473463892067567
482,0.0010430078990096418
54,0.0010386573918050547
422,0.0010335945152894154
420,0.0010335945152894154
205,0.0010252752703911474
41,0.0010247831935314667
413,0.0010011127349489
381,0.0009957941044826384
284,0.000990463321498799
276,0.000990463321498799
270,0.000990463321498799
288,0.0009852886806736285
351,0.0009789919793177075
287,0.000973549484295414
