Node_ID,Betweenness
67,0.15104747649053152
31,0.06829485252820197
7,0.05764622473919534
70,0.0451781271894321
23,0.03962066658851124
32,0.03938287230108784
47,0.029551573985547523
30,0.028316911179413314
62,0.028027296860654475
93,0.027578586079221173
35,0.027237238521631575
90,0.02573688404131177
133,0.018556118577961557
101,0.018312840965984442
20,0.017682847288798122
125,0.017665918244279703
117,0.016543360244311054
114,0.015867248739668275
33,0.014694796625629301
154,0.014185826419249625
13,0.014105846639089167
139,0.01385532837266545
61,0.013787536022418759
71,0.013307440728169804
109,0.012983586946122635
10,0.012869329906463783
149,0.012403095206756526
137,0.011375536557370839
74,0.011373509280453529
27,0.011209431379069129
56,0.010321738633765227
115,0.010237682997894786
175,0.01015228426395939
163,0.01015228426395939
89,0.01008492272920015
131,0.01005445092907743
18,0.009479736590590043
111,0.00935989938701896
28,0.00935810684243134
122,0.009338921364222158
80,0.009056093292454782
97,0.008833695090282102
60,0.00871158470086108
19,0.00868189726240347
119,0.008458640262908438
91,0.008281852586367275
84,0.008202158445860825
123,0.007127698585650946
155,0.006784063377636314
3,0.006664146677411815
54,0.006251774838354167
24,0.006251259114414168
66,0.006224061142076403
128,0.006005685665791993
75,0.0059431475472442276
112,0.005816809856752258
121,0.005796380177129617
79,0.005672422486648858
130,0.005194051615480323
42,0.005160939877736282
41,0.005104995836933991
148,0.004881386168754347
82,0.0048176220375977605
15,0.004812992222941879
100,0.004687697994678753
78,0.004669330101037636
150,0.004426700380607657
14,0.0044018033991960765
11,0.0043229635795789265
36,0.004149056056758748
9,0.004043142285563396
88,0.0039858089158396484
55,0.003809865297932422
136,0.0035171158781171154
12,0.0034381277596843445
76,0.0033079398533679386
124,0.0029783076809570923
126,0.002968924083557565
68,0.0029182691238995367
166,0.002802970658626796
167,0.002802970658626796
165,0.0027700936927936644
38,0.00263534984718929
129,0.0026273947594174568
110,0.0025897954988841824
153,0.00251792403323023
132,0.0024397061705803726
87,0.002394009097295416
164,0.002385621837260835
72,0.002350857071116655
26,0.002262177358361364
21,0.002209803438138883
4,0.002209803438138883
37,0.002203243451218476
16,0.0020392049029858954
176,0.0019989254676712176
52,0.0019462859483345765
102,0.0019388079218698665
152,0.0019101231384252132
182,0.0019049229460079207
46,0.0018846848169713258
53,0.0018728340070222808
105,0.00185682264013152
17,0.0018345557045807428
134,0.0017813475511761349
159,0.0017036336564729064
48,0.001612723954721766
180,0.0015927684898914421
174,0.001528519476845666
8,0.001444025087448311
73,0.0013488776772888073
173,0.001302579499576553
59,0.0012905065998143343
168,0.0012169800598282941
172,0.0011645728103829532
193,0.001129616257475068
135,0.0011226379905217164
94,0.0010417640842097107
103,0.0010240306524374062
86,0.000986092345838402
51,0.0009265110904378146
43,0.0008988375406448651
156,0.000898101844151171
5,0.0008693372209551699
98,0.0008600837482726348
81,0.0008277324427941597
6,0.000815679071506249
1,0.0008029952947231458
63,0.0007321494147682746
181,0.0007302752734722028
22,0.0007011893397336006
83,0.0006992723489384351
104,0.0006828440525263977
189,0.0006352902542232937
69,0.0006339349433472494
120,0.0005925361182152545
2,0.0005814650491021096
140,0.0005789388248558357
160,0.000573168124443461
108,0.0005592346496658071
141,0.0005571581513496331
138,0.0005416422597553545
169,0.0005264105137567379
192,0.0005186505064005485
157,0.0005017394062510946
57,0.0004928925239401196
45,0.0004723820960820867
118,0.00045610953794483316
183,0.00041832415618814247
184,0.00041832415618814247
106,0.000407164174999943
95,0.0004046947249565164
44,0.00040226109438616653
179,0.00039643910276602204
107,0.0003948355773040192
116,0.0003948355773040192
113,0.0003688749525291247
170,0.000340562188914965
65,0.00033583060974862644
85,0.0003310888173032833
127,0.00032899310048100977
171,0.00031832624085177604
96,0.0003139820935492881
58,0.0002913070227695092
194,0.00027490072645131795
190,0.0002581352958045422
143,0.0002549581592366219
34,0.00023493664125015455
187,0.00019266911648066528
39,0.0001602956795576719
161,0.00015515574830557243
64,0.00014814287568537426
40,9.981197453309636e-05
177,7.235532170372999e-05
178,7.235532170372999e-05
142,6.112314961215692e-05
146,5.5344925928105934e-05
151,5.524687573772908e-05
92,3.3310006769746525e-05
50,2.0826110747568187e-05
147,1.2728308800973942e-05
145,1.2728308800973942e-05
191,9.274702923994354e-06
77,0.0
198,0.0
197,0.0
162,0.0
144,0.0
99,0.0
186,0.0
185,0.0
49,0.0
196,0.0
25,0.0
158,0.0
29,0.0
188,0.0
195,0.0
