Node,SIR_Score,Betweenness,Closeness,K-Shell,PageRank,Eigenvector,Katz,VoteRank
1,29.091,0.0008029952947231458,0.4282608695652174,18,0.0039177099627276946,0.05590523032142729,0.06878148068977634,63
11,43.597,0.0043229635795789265,0.5038363171355499,21,0.0063519460181661255,0.10515161508608366,0.07583277233148529,81
12,47.321,0.0034381277596843445,0.5116883116883116,29,0.007047489256881568,0.1269258574609822,0.07817705172506755,76
13,55.612,0.014105846639089167,0.5367847411444142,29,0.009258208895333913,0.14814813594372317,0.08313631773558561,151
14,48.976,0.0044018033991960765,0.5157068062827225,29,0.00753188896932636,0.1306009267729088,0.07920396710148031,111
15,47.405,0.004812992222941879,0.5157068062827225,29,0.007529994825749731,0.13003713381886034,0.07916751849174522,120
16,27.042,0.0020392049029858954,0.4457013574660634,18,0.004099614050456388,0.04854512440697562,0.06894698438997478,29
17,23.294,0.0018345557045807428,0.4129979035639413,15,0.00395226593900831,0.03520931950618506,0.06757463902970244,89
18,54.295,0.009479736590590043,0.5324324324324324,29,0.009066165590812001,0.15528900366075307,0.08334152014510637,149
19,54.571,0.00868189726240347,0.5253333333333333,29,0.00848212653204664,0.14653269697384586,0.08189132434778817,141
2,31.439,0.0005814650491021096,0.4613583138173302,18,0.00363276109166039,0.062305435472787704,0.06871444103696336,5
20,57.148,0.017682847288798122,0.5549295774647888,29,0.011222183867211364,0.1843444126546116,0.08882309763353904,155
21,43.24,0.002209803438138883,0.4613583138173302,29,0.006775588255790336,0.10709583273101336,0.07662026686614472,127
22,11.256,0.0007011893397336006,0.4121338912133891,10,0.0023304006996265362,0.01593733630160079,0.06395827135262082,48
23,57.285,0.03962066658851124,0.5811209439528023,29,0.011467385102069282,0.16689653292085377,0.08807592578382689,154
24,46.569,0.006251259114414168,0.5077319587628866,21,0.0071170249146954336,0.1109053087963049,0.07750080339833312,117
3,34.414,0.006664146677411815,0.48402948402948404,18,0.005213534117834577,0.06342805591842168,0.0712267866987987,101
4,46.45,0.002209803438138883,0.4613583138173302,29,0.006775588255790336,0.10709583273101331,0.07662026686614472,124
5,16.963,0.0008693372209551699,0.44269662921348313,11,0.0025531638136968766,0.023315801333267844,0.06479898322303286,0
6,31.237,0.000815679071506249,0.4310722100656455,18,0.004024400687443473,0.05959205816403798,0.06919050697085405,22
7,62.701,0.05764622473919534,0.5898203592814372,29,0.01455463058532136,0.21043623942524012,0.09611531330352963,156
8,23.835,0.001444025087448311,0.42919389978213507,18,0.0036716403708687445,0.04124063649078722,0.06780446592322557,15
9,31.765,0.004043142285563396,0.48284313725490197,18,0.004668855664340586,0.05807684791406855,0.07017080155010778,93
120,26.117,0.0005925361182152545,0.48166259168704156,17,0.003152877488703934,0.04599791957149489,0.06712073656021743,0
121,47.149,0.005796380177129617,0.5116883116883116,29,0.006694759994268096,0.11623138554666025,0.07701384967734949,90
122,40.286,0.009338921364222158,0.523936170212766,21,0.006915049929724576,0.0863226309179244,0.075689551260131,122
123,42.406,0.007127698585650946,0.5211640211640212,21,0.006566910658370133,0.08479650823155338,0.07504735438375774,116
124,37.412,0.0029783076809570923,0.5038363171355499,21,0.00525241267849153,0.07509102944644565,0.07237897095179875,61
125,47.908,0.017665918244279703,0.5397260273972603,21,0.008415236789436236,0.11724772193521348,0.08006537749388117,133
67,60.317,0.15104747649053152,0.6480263157894737,21,0.016580046244867884,0.17785861601127878,0.09703173101849813,157
10,43.244,0.012869329906463783,0.49747474747474746,21,0.0067157459082754405,0.10061761290736614,0.07601360293588111,105
130,20.507,0.005194051615480323,0.4602803738317757,15,0.00394859138921337,0.030184649716327398,0.06723301387792724,87
145,9.163,1.2728308800973942e-05,0.36617100371747213,8,0.002096096476935373,0.012050253318320969,0.06321737554307501,17
146,9.825,5.5344925928105934e-05,0.3675373134328358,8,0.0022581528228233284,0.013466206464361993,0.06356648391216287,39
147,9.827,1.2728308800973942e-05,0.36617100371747213,8,0.002096096476935373,0.012050253318320969,0.06321737554307501,0
148,24.712,0.004881386168754347,0.43680709534368073,15,0.004689878992056279,0.04290532377344308,0.06907760230086629,108
149,47.225,0.012403095206756526,0.5143603133159269,29,0.007643620143685367,0.1223707294995542,0.07869934499912642,130
150,42.132,0.004426700380607657,0.4539170506912442,29,0.0063147671503037,0.09215840162039754,0.07469456151231847,115
157,18.197,0.0005017394062510946,0.46352941176470586,11,0.002388583459264125,0.02762841674616776,0.06470451148536267,0
159,36.929,0.0017036336564729064,0.4876237623762376,21,0.004896384143840168,0.07620187478398523,0.07157644300663252,57
160,36.433,0.000573168124443461,0.4758454106280193,21,0.0042124512567465276,0.07070252872026538,0.0701505673574037,27
101,51.33,0.018312840965984442,0.5487465181058496,29,0.00863871699478255,0.13355736647117436,0.08123541335765065,143
112,47.863,0.005816809856752258,0.5130208333333334,21,0.0074205704794473954,0.12336938175785937,0.07881723226559285,98
128,41.058,0.006005685665791993,0.4900497512437811,29,0.006604527379429677,0.09758591111496814,0.07584284121779152,121
133,45.602,0.018556118577961557,0.5130208333333334,29,0.00836284200048738,0.11080811426205868,0.07929262872855243,144
137,45.03,0.011375536557370839,0.5,29,0.007578140740990959,0.10222034817746364,0.07751621296703219,137
152,38.306,0.0019101231384252132,0.4457013574660634,29,0.005096729584159336,0.08552476786097868,0.07203120147699839,37
164,45.021,0.002385621837260835,0.45601851851851855,29,0.006189800288223778,0.10044101236803447,0.07522817535626368,96
165,44.581,0.0027700936927936644,0.45707656612529,29,0.006356123628647623,0.10119919001338636,0.07556276820521446,107
166,38.382,0.002802970658626796,0.4528735632183908,29,0.005639356732912288,0.0886853321981268,0.07338019947363734,60
167,40.193,0.002802970658626796,0.4528735632183908,29,0.005639356732912288,0.0886853321981268,0.07338019947363734,51
168,42.34,0.0012169800598282941,0.4528735632183908,29,0.005925540587545156,0.09526809034629984,0.07446441365915688,82
169,37.98,0.0005264105137567379,0.44772727272727275,29,0.0051731723823457,0.0877916187537433,0.07271505801217201,20
170,38.211,0.000340562188914965,0.4467120181405896,29,0.004999196720388022,0.0870910030012323,0.07240411624997105,0
171,39.38,0.00031832624085177604,0.44874715261959,29,0.005101869859094759,0.09073399774296598,0.07280289325506133,0
172,39.091,0.0011645728103829532,0.4852216748768473,29,0.005243265721801774,0.09507038732584197,0.07328563788683705,0
173,39.724,0.001302579499576553,0.48641975308641977,29,0.005386853198049618,0.09679416714887368,0.07363464556719784,0
174,41.755,0.001528519476845666,0.4624413145539906,29,0.005220242341582824,0.09570609514969755,0.07326871738168231,4
177,20.801,7.235532170372999e-05,0.42733188720173537,14,0.002687931241856189,0.04024665286141069,0.0658904393010302,8
178,22.15,7.235532170372999e-05,0.42733188720173537,14,0.002687931241856189,0.04024665286141069,0.0658904393010302,0
179,25.283,0.00039643910276602204,0.43201754385964913,15,0.0033157486021908543,0.047119864048891645,0.06730298388208981,46
153,31.954,0.00251792403323023,0.4679334916864608,20,0.004579824490623417,0.06509810705871014,0.07063743828278578,69
155,40.559,0.006784063377636314,0.5012722646310432,21,0.006392036942291374,0.08701543946274731,0.07503612005707369,113
100,44.977,0.004687697994678753,0.5012722646310432,21,0.007041537620064802,0.09550152420485611,0.07692032364281712,125
102,38.696,0.0019388079218698665,0.4912718204488778,21,0.0051245954836158895,0.07824670077258628,0.07241789591588921,67
103,37.273,0.0010240306524374062,0.47815533980582525,21,0.004898629595366304,0.06999514136248174,0.07152214695655275,43
104,31.207,0.0006828440525263977,0.4679334916864608,20,0.004032586061902694,0.05150873858695797,0.06911082085846336,66
105,38.665,0.00185682264013152,0.4912718204488778,21,0.0058143449234795115,0.07569222045238734,0.0735675505470919,102
106,30.776,0.000407164174999943,0.466824644549763,20,0.003974545297173285,0.06066898357896104,0.06939766194204658,14
107,35.088,0.0003948355773040192,0.4746987951807229,21,0.00450892080811574,0.07189142819372193,0.07092432775373084,49
108,30.648,0.0005592346496658071,0.466824644549763,20,0.0040613839517073804,0.052972018758855335,0.06915032972399365,3
109,50.944,0.012983586946122635,0.5382513661202186,21,0.009356868251419294,0.12605392901989437,0.0824952690670651,150
110,36.24,0.0025897954988841824,0.4912718204488778,20,0.005278321742521144,0.06684329441877578,0.07213113574004379,88
111,49.626,0.00935989938701896,0.5295698924731183,21,0.008299518453847953,0.12510537024717674,0.08055283079685585,138
116,37.281,0.0003948355773040192,0.4746987951807229,21,0.004508920808115739,0.07189142819372193,0.07092432775373084,42
117,49.021,0.016543360244311054,0.5353260869565217,21,0.00897800772733564,0.12242687310753113,0.08117129666259208,140
118,36.697,0.00045610953794483316,0.4758454106280193,21,0.004653606246774688,0.07372222886517403,0.0712844220107795,56
119,45.75,0.008458640262908438,0.523936170212766,21,0.007423020170723333,0.09810553665163188,0.0776447220820716,128
127,19.042,0.00032899310048100977,0.4467120181405896,13,0.0027423326358069046,0.02505674287484419,0.06524274864237643,0
138,25.795,0.0005416422597553545,0.4602803738317757,20,0.0037282972063601943,0.046661048769801816,0.06834632777947798,2
139,38.269,0.01385532837266545,0.5197889182058048,20,0.006360707933313165,0.06840711193720503,0.07441030652407564,75
140,27.542,0.0005789388248558357,0.4497716894977169,20,0.0035453874091108946,0.04615329532625935,0.06796514124658962,0
154,37.526,0.014185826419249625,0.5170603674540682,17,0.00651230872531642,0.06596252936033764,0.07403089805928963,85
191,12.006,9.274702923994354e-06,0.42919389978213507,6,0.0015974997121342802,0.017146949213276707,0.06280977153217304,0
26,31.853,0.002262177358361364,0.4746987951807229,20,0.00456342933864503,0.054304728667404975,0.06983288519524947,79
27,48.697,0.011209431379069129,0.5225464190981433,21,0.007555095739396963,0.09692040911714844,0.07763699156568711,123
28,39.24,0.00935810684243134,0.5184210526315789,21,0.006651820297364557,0.08335494863939481,0.07510011522419939,109
48,30.536,0.001612723954721766,0.4876237623762376,20,0.004262939502078868,0.0537120090896439,0.06955567594330721,54
54,45.149,0.006251774838354167,0.523936170212766,21,0.006855676728609561,0.08964348294993395,0.07618107776848544,118
55,40.603,0.003809865297932422,0.5103626943005182,21,0.0061253629213973565,0.07963761817924592,0.07436952260534879,104
74,52.768,0.011373509280453529,0.5487465181058496,21,0.008723474724480713,0.13377285336751218,0.08183653429289452,136
75,45.208,0.0059431475472442276,0.5253333333333333,21,0.007271670216475703,0.09759503972372628,0.07733450536281378,131
76,43.924,0.0033079398533679386,0.5090439276485789,21,0.005771524249685279,0.09351401422569418,0.0743353173851501,71
80,51.593,0.009056093292454782,0.5281501340482574,21,0.008943689785357263,0.12574726379790666,0.08177175338216933,146
81,31.453,0.0008277324427941597,0.45813953488372094,20,0.004628374440757125,0.05728735894556029,0.07052747169269026,65
83,32.703,0.0006992723489384351,0.4624413145539906,21,0.0044247663947865525,0.06480503620992792,0.07041555361172447,23
84,42.193,0.008202158445860825,0.5225464190981433,21,0.006999110153666116,0.08788818055991186,0.07620305866008963,112
85,32.369,0.0003310888173032833,0.45813953488372094,20,0.004259720583718929,0.05908430792986448,0.06992239328506891,13
86,38.902,0.000986092345838402,0.47815533980582525,21,0.005232870478324151,0.07712968608971751,0.07262534237748021,30
87,38.641,0.002394009097295416,0.47129186602870815,21,0.005419232843130041,0.07243935084600797,0.07279432666249724,92
89,50.638,0.01008492272920015,0.5324324324324324,21,0.00833744566888045,0.1208620696402774,0.08053061070332768,134
90,52.224,0.02573688404131177,0.5596590909090909,21,0.01006436672552311,0.13534358177769698,0.0837449415021865,153
92,14.131,3.3310006769746525e-05,0.41561181434599154,9,0.002044280562617912,0.020563220783396282,0.06381858307442634,0
93,51.042,0.027578586079221173,0.5580736543909348,21,0.009689230668878715,0.1346184263592957,0.08268481366434334,147
95,36.767,0.0004046947249565164,0.4746987951807229,21,0.0045026061360846775,0.07230646894925598,0.07093612781101552,9
96,35.497,0.0003139820935492881,0.4735576923076923,21,0.004358305904479785,0.07059991002924063,0.07058029635130925,1
97,45.284,0.008833695090282102,0.5130208333333334,21,0.0066652165034698715,0.09569038997976086,0.07595381347249042,99
98,32.725,0.0008600837482726348,0.4592074592074592,20,0.004774117121474547,0.05931965061054575,0.07090110396688777,74
91,32.104,0.008281852586367275,0.49622166246851385,20,0.00527959331554435,0.05677105233745083,0.07147386951165399,97
94,30.516,0.0010417640842097107,0.45080091533180777,19,0.004239799516385977,0.05133669857032616,0.06943221198877578,47
134,19.679,0.0017813475511761349,0.4912718204488778,13,0.0032680840622252467,0.032242761394363814,0.06641613031854642,44
192,14.024,0.0005186505064005485,0.45496535796766746,10,0.002231107615862668,0.021342453842869463,0.06414137617850252,0
114,44.98,0.015867248739668275,0.5253333333333333,21,0.006330480257792266,0.09795412859209023,0.07547244725008465,35
158,30.297,0.0,0.466824644549763,19,0.0033148739094001536,0.05985650786072349,0.06800190547420953,0
88,35.634,0.0039858089158396484,0.5051282051282051,21,0.004978124177304992,0.0670249900503246,0.07148905154755975,77
187,19.252,0.00019266911648066528,0.44874715261959,11,0.0025332305002668627,0.029231935187064476,0.06501245269145932,16
188,12.552,0.0,0.42548596112311016,8,0.0019373620513544608,0.01935768771628607,0.06347505144241712,0
189,23.19,0.0006352902542232937,0.4613583138173302,15,0.0032969287006102263,0.03849580451467668,0.0668764149957867,36
56,30.325,0.010321738633765227,0.5103626943005182,17,0.0058826092198243,0.040954057204745646,0.07192403476845068,45
135,20.676,0.0011226379905217164,0.43392070484581496,15,0.0034715575173463143,0.031776175200024195,0.06689778676009296,12
176,15.953,0.0019989254676712176,0.4236559139784946,11,0.0029042469555898083,0.021312549499050874,0.06505908143481773,0
193,22.228,0.001129616257475068,0.46352941176470586,12,0.0028355054378401317,0.031854339248562125,0.06573370562854182,11
126,22.796,0.002968924083557565,0.466824644549763,15,0.0039308227713550845,0.031692397803621083,0.06763691381947536,58
131,22.13,0.01005445092907743,0.4613583138173302,14,0.004234190264894072,0.031233884648143823,0.06757108241661909,86
132,15.614,0.0024397061705803726,0.4528735632183908,12,0.0029061751327604784,0.02363549597333284,0.0651911841875754,0
31,31.723,0.06829485252820197,0.5225464190981433,17,0.009258951073732582,0.03404126793792762,0.07471802012176929,139
25,5.729,0.0,0.3588342440801457,3,0.0011972763476359185,0.005862267868178889,0.06150987393482928,0
115,19.749,0.010237682997894786,0.434878587196468,14,0.0035765969556986904,0.033224060499322604,0.0660910834445658,32
144,18.618,0.0,0.4282608695652174,13,0.0026006049144957242,0.03134853443685263,0.0654331548749118,0
62,38.756,0.028027296860654475,0.5143603133159269,17,0.009577544579336423,0.062404513905737945,0.0791941590628736,148
113,27.291,0.0003688749525291247,0.4592074592074592,19,0.003579561935463353,0.04532548615288469,0.06795051892256086,0
35,34.618,0.027237238521631575,0.5090439276485789,17,0.009370834133466056,0.04248858041308336,0.07681648481078633,145
70,35.615,0.0451781271894321,0.5309973045822103,17,0.010866517246900336,0.057605346142949876,0.07973973721851277,152
29,3.631,0.0,0.3724007561436673,4,0.001758196999299739,0.002486761432741609,0.06183847623167605,0
30,4.877,0.028316911179413314,0.37595419847328243,4,0.003657893779963339,0.0025242058760260814,0.0627589213095276,59
32,29.982,0.03938287230108784,0.5116883116883116,17,0.009942249224082374,0.03316028337664586,0.07624205454966443,142
33,26.415,0.014694796625629301,0.49747474747474746,17,0.008296242711374762,0.029777430400650777,0.07457141034964224,135
143,3.21,0.0002549581592366219,0.35431654676258995,4,0.0022561533597008658,0.0013939741500057952,0.06205306275341937,0
78,1.266,0.004669330101037636,0.2751396648044693,2,0.002949411032632484,6.508946784609998e-05,0.06132403980713035,24
79,1.246,0.005672422486648858,0.2774647887323944,2,0.0035298219737975177,7.66007213463418e-05,0.06163235864686371,72
141,6.279,0.0005571581513496331,0.38104448742746616,4,0.0022392234270382683,0.0033132101470628806,0.06246187853992957,52
142,3.56,6.112314961215692e-05,0.3608058608058608,4,0.0020588691900502087,0.0016579056431331237,0.06206366395094673,38
161,13.667,0.00015515574830557243,0.394,14,0.003231197088026659,0.009522653599737408,0.0653937230818436,0
180,4.572,0.0015927684898914421,0.3738140417457306,4,0.002176487929568719,0.002131855157736003,0.0620919452864725,0
183,6.183,0.00041832415618814247,0.3963782696177062,6,0.0019437019416939962,0.004413570209247408,0.06249236077562287,19
184,6.636,0.00041832415618814247,0.3963782696177062,6,0.0019437019416939962,0.004413570209247408,0.06249236077562287,0
34,13.726,0.00023493664125015455,0.3971774193548387,16,0.0036348506925256057,0.009133777270839824,0.06608519898735923,0
36,20.597,0.004149056056758748,0.4164904862579281,17,0.0057275211681976435,0.014240766009562932,0.06920521090983307,103
37,23.484,0.002203243451218476,0.4497716894977169,17,0.006255528527816775,0.02164093420040356,0.07145250361529971,114
42,29.047,0.005160939877736282,0.49373433583959897,17,0.0075979700816571965,0.032488284312654124,0.07436135134038663,126
