Node_ID,Betweenness
37,0.24823719602893804
2,0.213324435532811
41,0.14314951834261747
38,0.13856978865859435
8,0.11823861926938342
18,0.11430016291546968
21,0.10264573972090967
55,0.09912164676351938
52,0.08467725475022554
58,0.08420468343495603
40,0.070516778539934
29,0.06675695466395656
30,0.06552928249649563
44,0.06283060442896508
15,0.06197200484885411
34,0.057166440117259784
14,0.0528463284386915
39,0.04535223883584539
24,0.04218278563875618
46,0.040670440596470174
51,0.03341103492742837
16,0.03329222098223321
31,0.03305046077177225
33,0.03278688524590164
35,0.032694759702956426
7,0.029372536747686685
28,0.029236860493157976
43,0.029157951944837193
42,0.023251600670186168
48,0.0232014761195089
9,0.022365737598409235
10,0.02089438036159347
60,0.020332774690384588
53,0.0192343448900826
1,0.01908259621374376
11,0.016092020911693046
19,0.0148548997169549
62,0.014194982613015397
20,0.013314394166853183
22,0.012700653930162124
45,0.012037805849281259
3,0.00907281243346817
25,0.0073830434896008665
6,0.004380300179480508
27,0.004362477231329691
17,0.0033047098620869104
47,0.003008466942893172
4,0.0023737965131407756
26,0.0016441148408361526
54,0.0011930783242258653
50,0.0009289617486338798
56,0.0008774695250105086
57,0.0001366120218579235
36,0.0
5,0.0
12,0.0
23,0.0
32,0.0
49,0.0
59,0.0
13,0.0
61,0.0
