Node_ID,Katz
509,0.05363182841792816
188,0.0504536086226656
628,0.047140531213743925
29,0.04533037157209774
546,0.045313217031685275
1398,0.04510742763061293
433,0.04482268127646784
782,0.044797806599838494
716,0.04429629047685272
1147,0.044290260445811545
436,0.044260420055787494
1187,0.04414286621545732
965,0.044014638719514255
298,0.04378687731407672
969,0.04369153645876329
1149,0.04362117911473737
938,0.04361934853201218
282,0.043545897654180675
892,0.04319239961215347
452,0.04303894560273315
1094,0.042910804480712404
315,0.04287409961697111
272,0.042736076474261385
312,0.04269718286231909
361,0.042400605495400034
1202,0.04239711920801468
319,0.04237881471621367
1481,0.04237118036410739
79,0.04226256018462714
1333,0.04221022874349794
739,0.04220537539010863
1288,0.04219365751908255
1249,0.04218077914184164
313,0.04215413737099425
485,0.04211446367744085
489,0.042047890505754276
1014,0.04199262132474026
1159,0.04186481600646449
764,0.041792456699825016
702,0.041788199519311404
825,0.041781450931070836
300,0.041759649407980964
1278,0.04171263365709069
80,0.04168152245625473
402,0.04165530957680469
999,0.041653464673713406
397,0.04164412456173103
989,0.04163098670429524
618,0.04161858412895615
516,0.041582192735764245
806,0.04157600219057144
752,0.04157292286435558
223,0.04148367609296858
89,0.04143455851059021
1033,0.041412633551341574
355,0.041398487541622196
918,0.041390915112801144
1507,0.04138053696664257
165,0.0413804452325548
898,0.04137956066071921
285,0.041378334268041536
372,0.04137341078921214
499,0.04135767587281139
842,0.0413554030398375
725,0.04134429861433766
1212,0.04131067791937258
568,0.04122807808079521
478,0.04121841605020897
221,0.041216810974199714
616,0.04119891347706612
403,0.04119615564489884
863,0.04119257367364729
420,0.04118842189251687
1504,0.04118678564742595
683,0.041180692826123425
426,0.04118019670139823
240,0.04117610496431903
154,0.04117378247636747
1018,0.04116127406120942
428,0.041161235377548996
1415,0.041158094256952896
578,0.041149375627271056
605,0.04114798867639818
1205,0.04114793390082731
857,0.04114434406637037
883,0.041123424566915964
1360,0.04111613257608507
1104,0.04101553180037183
1192,0.04100126540938105
1435,0.0410003170576063
395,0.04099687486888418
1532,0.04099089186087573
858,0.040982217120308945
1348,0.040972912388098325
222,0.04096566378143217
508,0.040962941426800986
629,0.0409592290390419
1153,0.04095429753311538
1355,0.040948751459978165
1065,0.040946407858155766
640,0.04094637304760072
978,0.04092760883240915
1168,0.04092105537024493
1041,0.04091798202961332
1494,0.040915682868877444
1178,0.04091520318059514
227,0.040914699408291996
320,0.04090799142190271
95,0.04090750296175258
1420,0.04079292401820634
1196,0.04078731820473248
6,0.04078420226130641
853,0.040778564785090614
1137,0.04077685639339364
1479,0.04077272585330212
1157,0.040767512851347054
1331,0.04076001290758525
307,0.0407569147185596
1327,0.0407568938177108
129,0.04075633867347485
584,0.04075065380736194
1125,0.04074470013721485
1217,0.040743663126710655
1545,0.04073066451571332
873,0.04071798005366053
824,0.04071430650873907
448,0.040713368956945856
983,0.04071100386235379
1039,0.04070901140372398
490,0.040705963469288994
15,0.040704965825182716
147,0.04070290354222202
931,0.04062692941811952
1220,0.040597119751034305
580,0.04059431584841625
986,0.040583441756436266
114,0.04058013390819428
1165,0.04057628058421217
362,0.04057410527376876
670,0.04057408158328659
1336,0.04056931324715335
1406,0.040567972439434156
777,0.04056465190701399
636,0.04056111221983026
1160,0.04056060551348044
905,0.04055945530912047
123,0.040558292153343244
552,0.040557363753557354
1578,0.040550934121090565
1549,0.04055008764831445
849,0.040542050553420896
1002,0.0405413953725726
1468,0.040537994039665716
215,0.04053711795570991
791,0.04053582549940257
161,0.04053422270348591
1466,0.04052924484982018
1344,0.04052778792697737
1500,0.040520476475336575
1541,0.0405165546032948
1505,0.04051646139207227
38,0.040515537508800194
1142,0.04051373216565044
256,0.04051262624493672
345,0.04051141245666253
812,0.04051119093818561
1232,0.04051047639267377
1329,0.04050952514531295
718,0.04050950589851761
906,0.04050907478707581
1342,0.04050906448211929
1299,0.04050537251469977
1109,0.04050346303292975
94,0.04050337448548788
63,0.040501328779165124
1469,0.0405003512946108
617,0.0404111072654638
1289,0.040409652779533546
1508,0.04040822150121897
1350,0.04040165172010276
317,0.04039358967818238
694,0.04038362589760108
1276,0.0403745437828477
956,0.040369474823242456
1078,0.040369439598925916
160,0.040367024706679785
261,0.0403619991393036
1357,0.04034335090251446
1558,0.040340144422737804
134,0.040336930636193626
1416,0.04033536781832232
406,0.04033536781832232
410,0.04033310640913589
1200,0.04033053294636261
528,0.04032694598850959
1565,0.04032589390951883
804,0.040324091124990774
268,0.04032364630023987
773,0.040322320587681544
1560,0.0403198461075764
877,0.040318452469647756
1016,0.04031825825806496
524,0.04031796563290668
741,0.04031789005673268
201,0.040317645552346765
1371,0.040317489579522234
1208,0.04031741076471851
1556,0.04031737861873788
1298,0.0403167658579342
1417,0.04031548054834869
1173,0.040314465772159136
1019,0.040313891974289376
109,0.04031334606468898
228,0.040311960980395335
862,0.04031152310249528
1034,0.04031142637175666
1229,0.0403111942853024
847,0.04031051742359975
196,0.04030996037593684
1518,0.04030972025568588
1062,0.040308119998664356
554,0.04030790272735306
96,0.04030783170578127
1402,0.04030705153955687
1000,0.04030695231954967
1582,0.04030621089169899
103,0.040305912518047375
1424,0.04030589296480799
1272,0.04030588151025206
1458,0.04030587343265989
61,0.04030585768590223
146,0.0403050246235891
417,0.040304895679253654
380,0.04030487081597166
1201,0.04030485001474819
1174,0.04030384237386636
1242,0.04030382754123005
623,0.04030381078941034
843,0.040302863615894344
776,0.04030179984612519
27,0.040301799802205676
120,0.04020511283471343
1388,0.04019352437786231
1106,0.040180171044852546
658,0.04017937405422958
1368,0.040177631466850716
1060,0.040177631466850716
1392,0.040172257542565495
278,0.040171967001847074
267,0.0401709596496678
1567,0.04016992410401578
16,0.040168921547127555
574,0.040168921547127555
166,0.04015945383568968
491,0.04015850428878316
1361,0.040154291441170165
591,0.040154291441170165
99,0.04015303015419261
1423,0.040148940349944116
254,0.04013829276229812
167,0.040137462182057715
769,0.04013736945494234
634,0.04013709719069582
867,0.04013646461313568
653,0.04013459538533472
1255,0.04013097078324971
666,0.040130374399957355
711,0.04012945523865308
1413,0.04012845786476345
957,0.04012842416224557
659,0.04012841909264367
1061,0.04012841116269055
162,0.040128346609693555
837,0.04012745174332302
1176,0.04012629891222889
1042,0.040125098847685385
473,0.040125080630145034
273,0.0401241780055293
1072,0.040123469537658996
294,0.04012249921583108
1551,0.040121721755247086
1528,0.04012164588925394
1600,0.04012150567807505
502,0.04012147632321659
1182,0.04012031119689247
1281,0.04011751629777424
427,0.0401171008777565
1587,0.040116997719385
1566,0.04011649376693741
177,0.04011590609881453
1533,0.0401157536735451
242,0.04011557826385548
1536,0.0401154402229704
310,0.04011505756603964
1531,0.04011477060141159
241,0.04011477060141159
484,0.04011477009025796
91,0.040113876469762375
284,0.040113740618401415
1564,0.04011337528139048
556,0.040112656208322925
795,0.04011262906705746
1591,0.04011096042400702
865,0.04011096042400702
503,0.040110725193089454
1387,0.04011068730717609
47,0.04010986481048302
1366,0.04010973224142317
562,0.04010965385129878
830,0.04010941345251871
1624,0.040109325319830864
1478,0.04010868815168926
1641,0.04010868815168926
231,0.04010838812572112
672,0.040108363239610915
979,0.04010836019092686
676,0.04010834830027747
481,0.04010834830027747
306,0.04010834830027747
226,0.04010834830027747
1547,0.04010831997727939
1273,0.040107834847568136
1525,0.04010782428604226
595,0.04010777259724383
897,0.04010777259724383
1088,0.04010765367685449
464,0.04010752042468494
36,0.04010734907668165
1335,0.040106791007331805
759,0.04010662469853414
441,0.040106600851976426
1407,0.040106600851976426
423,0.04010656819000357
457,0.040106439126936566
1570,0.04010633805114392
163,0.040105763467685615
1048,0.04010574629962309
1359,0.040105396498456916
790,0.04010532644993802
1495,0.040105310637921415
1252,0.040105299582859334
1021,0.040105299582859334
1292,0.040105299582859334
626,0.04010475529753646
210,0.04010468293232538
1542,0.04010454643246926
1516,0.04010433727386091
1514,0.040104293216759936
1140,0.04010429185934928
661,0.04010340095243434
1306,0.04010336440060715
1307,0.040103334533974716
826,0.04010330879987054
807,0.040103307376332484
263,0.040103298953215356
182,0.040103298953215356
1535,0.040103294192042574
244,0.04010260911763944
966,0.040102609084513706
698,0.0401022862432279
1513,0.040102270992363694
534,0.040101449222079505
1154,0.040101403966621006
1043,0.04010133916896504
532,0.04010129365892227
909,0.040101288600486354
645,0.04010128365470274
2,0.04010127500727353
1206,0.03996941106524503
394,0.03996941106524503
334,0.03996941106524503
1427,0.03996941106524503
341,0.03996941106524503
1463,0.03996941106524503
472,0.03996941106524503
1128,0.03996941106524503
1568,0.03996941106524503
297,0.03996941106524503
238,0.03996941106524503
495,0.03995352006870229
150,0.03995352006870229
1022,0.03995352006870229
364,0.039936954940290266
432,0.039936954940290266
1432,0.03992678949297522
1397,0.03992536648343915
861,0.03992536648343915
1383,0.03992536648343915
1443,0.03992536648343915
1488,0.03992270368565038
66,0.03992270368565038
135,0.039922554558438496
496,0.039921967022942616
348,0.039921967022942616
1615,0.039921967022942616
141,0.03992132574361217
1597,0.03992132574361217
1596,0.03992132574361217
975,0.03992132574361217
919,0.03992132574361217
58,0.03992132574361217
1311,0.03992132574361217
728,0.03992018699690981
1550,0.03992018699690981
1598,0.039919710089824346
1544,0.039919710089824346
705,0.039919358936210174
876,0.039919358936210174
992,0.039919358936210174
471,0.039919358936210174
382,0.039919358936210174
620,0.03991934975467505
1302,0.03991898228124043
321,0.03991721457673968
550,0.03991721457673968
745,0.03991721457673968
1559,0.039916447672594835
1605,0.0399158071867932
329,0.0399158071867932
274,0.0399158071867932
159,0.0399158071867932
1459,0.0399158071867932
32,0.0399158071867932
295,0.0399158071867932
703,0.0399158071867932
1604,0.0399158071867932
696,0.0399158071867932
253,0.0399158071867932
1131,0.039914933527467375
571,0.039914933527467375
1180,0.039914933527467375
1111,0.039914933527467375
112,0.03991323858047572
762,0.03991323858047572
1167,0.03991323858047572
678,0.03991314712677804
814,0.03991314712677804
1213,0.03991314712677804
1059,0.03991314712677804
1552,0.03991314712677804
845,0.03991230415490806
681,0.03991230415490806
1079,0.03991230415490806
1515,0.03991230415490806
506,0.039912279922007514
422,0.03991215695233848
903,0.039912023398067216
1225,0.03991182548074464
633,0.03991182548074464
1271,0.03991182548074464
1561,0.03991182548074464
1563,0.03991182548074464
1562,0.03991182548074464
392,0.03991182548074464
416,0.03991121615980641
1601,0.03991121615980641
1444,0.03991057687596022
488,0.03991021535324718
1064,0.03991016032557335
220,0.03991016032557335
1112,0.03991016032557335
192,0.039910051382233
1625,0.03990981632103829
832,0.03990981632103829
1623,0.03990981632103829
868,0.03990947357242754
1076,0.03990913314261812
1287,0.039908425754621904
1530,0.039908425754621904
340,0.03990831622606026
314,0.0399082075431353
945,0.03990803009280127
1248,0.03990780655911355
1434,0.03990724760157223
542,0.039907195186116795
305,0.03990715647714683
1439,0.03990705926044005
1369,0.03990697486475672
1464,0.03990687026622226
1480,0.03990683383250629
1262,0.03990683383250629
581,0.03990633065051115
1606,0.03990633065051115
808,0.03990604920795523
332,0.03990602459665212
1325,0.03990599684163009
977,0.039905891152427764
92,0.039905891152427764
732,0.039905891152427764
1599,0.039905891152427764
1603,0.039905843041208505
1418,0.039905843041208505
1642,0.039905831582930575
1132,0.039905829170707244
1282,0.03990579311564198
792,0.0399051166951195
193,0.03990509065246216
323,0.03990509065246216
1338,0.03990509065246216
1194,0.03990509065246216
631,0.03990503765774062
1191,0.03990503755340077
1414,0.039905034742800174
13,0.03990482469662069
1074,0.03990480818871555
387,0.0399047982270508
1437,0.0399047982270508
1102,0.039904782986235975
265,0.039904782986235975
1493,0.039904782986235975
652,0.03990477799802164
1511,0.03990477799802164
1239,0.03990477799802164
1512,0.03990477799802164
948,0.03990476768822653
1619,0.03990476768822653
1321,0.03990476768822653
1226,0.03990476768822653
619,0.03990415375685621
946,0.03990409964814233
1032,0.03990409964814233
4,0.039904092950789054
51,0.039904092950789054
1346,0.039904092950789054
1574,0.03990403990346336
396,0.039903899378520506
173,0.03990383594112873
483,0.039903830855646326
1204,0.03990380910742391
724,0.039903800794725885
1627,0.039903800794725885
281,0.039903800698698484
1592,0.039903798527908395
1593,0.039903798527908395
1628,0.03990379847443578
1626,0.03990378003245928
399,0.03990378003245928
1583,0.039903770484431965
1609,0.039903770484431965
1608,0.039903770484431965
1527,0.03990377004300365
1017,0.03990377004300365
409,0.0399037598145961
1524,0.0399037598145961
1274,0.0399037598145961
384,0.039903754927123704
1498,0.039903754927123704
1492,0.039903754927123704
1203,0.039903125806426125
803,0.039903100463007095
1114,0.03990310028695685
671,0.03990288784009221
926,0.03990288263885585
1548,0.0399028713516655
1214,0.03990285237719595
1616,0.03990284442069261
680,0.03990284261999265
1197,0.039902841378584096
1013,0.039902840604409656
695,0.03990282262966728
90,0.039902819894871266
88,0.03990281076842163
740,0.03990278842393601
368,0.03990278273276137
663,0.0399027825372327
264,0.03990277828795795
23,0.03990277828795795
379,0.039902777522220025
339,0.039902777522220025
1193,0.03990277742023743
974,0.03990277238202434
217,0.039902772307832624
407,0.03990277222445999
1590,0.039902767488472685
84,0.039902767488472685
1457,0.039902762169993555
649,0.039902762169993555
74,0.03990276216974543
301,0.03990209769706696
1577,0.03990209769706696
712,0.03990201824257678
813,0.03990193543246226
1613,0.03990188460877894
539,0.039901860519051056
1555,0.03990181644296792
327,0.03990180678737501
1362,0.039901799796232464
859,0.03990179143043402
106,0.0399017860055059
1537,0.03990178197446398
195,0.03990178189121542
1089,0.03990177966856557
324,0.03990177966856557
1602,0.03990177966856557
772,0.039901776575962014
781,0.03990177589669838
224,0.03990177462985621
1354,0.039901770174755276
1186,0.03990176999237764
1347,0.03990176970652862
1546,0.03990176620971668
463,0.03990176460193999
1607,0.03990176452576321
1571,0.03990176041258932
1080,0.039901760186540305
199,0.03990175986632489
1275,0.039901759639035216
