Node_ID,Closeness
18,0.5104079933388843
15,0.39702072538860106
106,0.3939588688946015
243,0.3901973265436028
39,0.3892063492063492
16,0.388712745719721
38,0.38748419721871047
48,0.3872394188250158
30,0.3812189054726368
233,0.3774630541871921
242,0.37653562653562656
33,0.37653562653562656
87,0.37423687423687424
22,0.37174044875682233
34,0.3715151515151515
113,0.3710653753026634
44,0.36972255729794934
181,0.36949969861362264
28,0.36883273164861613
112,0.3683894230769231
119,0.36706586826347304
239,0.36706586826347304
153,0.3666267942583732
137,0.3666267942583732
164,0.3655336911150865
126,0.36379821958456976
246,0.3633669235328986
4,0.3631516587677725
70,0.36272189349112427
80,0.36186540731995276
187,0.3616519174041298
202,0.36080047086521483
75,0.36037624926513817
12,0.3601645123384254
73,0.3599530240751615
53,0.3597417840375587
252,0.3591095489162273
59,0.3588992974238876
185,0.35868929198361615
118,0.35868929198361615
29,0.3584795321637427
79,0.3580607476635514
109,0.35764294049008166
62,0.35764294049008166
220,0.3572261072261072
110,0.35701805474665116
144,0.3566026759744037
9,0.35598141695702673
178,0.35556844547563804
117,0.35556844547563804
51,0.3553623188405797
254,0.35495078170237404
174,0.35474537037037035
104,0.3545401966454598
103,0.35433526011560695
135,0.35433526011560695
36,0.35413056036972845
158,0.35413056036972845
235,0.35413056036972845
131,0.35413056036972845
194,0.3539260969976905
133,0.3537218695903058
236,0.35331412103746396
213,0.35331412103746396
253,0.353110599078341
68,0.35290731145653426
196,0.35290731145653426
76,0.35270425776754893
199,0.3525014376078206
225,0.35229885057471266
43,0.35229885057471266
171,0.3520964962665135
10,0.3516924842226047
219,0.3510882016036655
200,0.3510882016036655
67,0.3502857142857143
147,0.3502857142857143
19,0.3500856653340948
205,0.3500856653340948
237,0.3498858447488584
238,0.3498858447488584
165,0.34968625213918997
31,0.34968625213918997
88,0.3492877492877493
215,0.3492877492877493
229,0.3490888382687927
111,0.34849346219442867
120,0.34849346219442867
114,0.34849346219442867
8,0.3482954545454545
116,0.3480976717773992
14,0.347900113507378
159,0.3477027793533749
90,0.3473087818696884
224,0.3473087818696884
65,0.3463276836158192
5,0.3463276836158192
206,0.3461321287408244
102,0.3459367945823928
47,0.3455467869222097
180,0.3453521126760563
188,0.3449634214969049
23,0.3449634214969049
20,0.3449634214969049
146,0.3447694038245219
25,0.3447694038245219
156,0.3447694038245219
197,0.3447694038245219
26,0.34438202247191013
198,0.34418865805727117
81,0.34418865805727117
64,0.34418865805727117
230,0.3439955106621773
161,0.34360986547085204
141,0.3434173669467787
140,0.3434173669467787
195,0.3434173669467787
127,0.34322508398656215
94,0.34322508398656215
179,0.3430330162283156
63,0.342841163310962
182,0.342841163310962
85,0.3426495248742314
89,0.34226689000558347
96,0.34226689000558347
99,0.34226689000558347
92,0.34226689000558347
218,0.34207589285714285
207,0.34207589285714285
78,0.3418851087562744
157,0.34169453734671124
128,0.3413140311804009
168,0.3413140311804009
214,0.3411240957150807
210,0.3409343715239155
32,0.3409343715239155
211,0.3409343715239155
49,0.3409343715239155
152,0.3409343715239155
209,0.3409343715239155
13,0.3403664630760688
17,0.3401775804661487
56,0.33998890737659454
175,0.33942414174972313
21,0.33923630326508025
