Node_ID,Betweenness
15,0.1079107535333715
74,0.06261954745062927
23,0.05115918078001176
11,0.04588084878712857
40,0.0441054539926591
12,0.04024570369647252
69,0.03917080659823933
29,0.035207111939574015
10,0.034521777916951865
4,0.03439178580892336
63,0.03373164453174984
87,0.03221063017551011
25,0.02931076445935428
5,0.0277688774749619
45,0.02688825121482474
78,0.026819701906555173
89,0.026662727686450866
54,0.026121013947462343
38,0.02367321631110502
41,0.02301650124884082
16,0.021716816749426954
13,0.021701385156985914
24,0.02094923908052606
9,0.020430040973015675
36,0.019858215716044
58,0.019537772738059764
60,0.019278033987524666
42,0.018401214410856608
48,0.018143864695221806
93,0.018001937720635092
55,0.017715923005151447
47,0.017472322864839112
73,0.017427001518770104
28,0.0173997705274341
75,0.017220687454327335
21,0.017190846214672904
35,0.016482492180807672
102,0.016217009198223775
51,0.01589700246546195
84,0.01546896571017091
98,0.015140923879973596
53,0.014942205820046888
14,0.014832331699041048
32,0.01476768234744753
46,0.014426526397400418
20,0.013386920009220909
3,0.013108041544436974
26,0.012957050249202002
22,0.012767375839801823
101,0.0126274057836893
72,0.012578751539773983
49,0.012421866362420677
92,0.011990496050280288
31,0.01185645319777865
18,0.011170229378356227
27,0.010973158634778504
44,0.010485286546341023
2,0.010251770384938713
17,0.010249240929945792
86,0.010179999044028668
1,0.009621608156949272
109,0.009532174170516222
94,0.009483828662310534
43,0.00942887745039946
30,0.009306587526586838
104,0.00877428792578094
67,0.008384843464215965
100,0.008033553231314241
97,0.007647676771854322
91,0.0074877416159459505
59,0.007484662074187319
103,0.007382138924453332
81,0.007254278806078047
33,0.007129941395347152
83,0.006818090601413167
68,0.006804468389903605
82,0.006589637064137486
108,0.006519283119946265
39,0.006448404430082942
19,0.005919065783377159
57,0.005833810210448347
116,0.005023421283899739
37,0.004309130124175458
6,0.004259523324460491
99,0.004172101052350464
62,0.004079288608080415
112,0.0036824028688069495
77,0.0035981323262936297
106,0.0033163492024741986
85,0.0031668986309479796
79,0.0029396876024339845
56,0.0027150368705458525
71,0.0026564023973812303
105,0.002221709527545372
113,0.0016604097896307823
80,0.0015637187666219948
50,0.0015360102294888537
34,0.0014852500866475004
76,0.0013375997906541284
107,0.0012375416127283695
64,0.0012082666931449433
111,0.0011724886509356402
52,0.0010339949073082506
70,0.0010296538994851126
66,0.0009959798211930527
8,0.0009436916342880787
65,0.0008080055476571468
88,0.0007300439110373391
7,0.000546568207737623
90,0.0005388951378456626
61,0.0004907286616432044
110,0.00048392692561413853
114,0.00031044001808619497
96,0.00016301373122962329
95,0.0
115,0.0
117,0.0
