Node_ID,Closeness
37,0.4178082191780822
41,0.40397350993377484
38,0.39869281045751637
21,0.391025641025641
15,0.3765432098765432
2,0.3719512195121951
29,0.3652694610778443
8,0.3652694610778443
34,0.3652694610778443
9,0.3630952380952381
51,0.3505747126436782
46,0.3465909090909091
1,0.3465909090909091
53,0.34269662921348315
60,0.34269662921348315
16,0.3388888888888889
48,0.3388888888888889
19,0.3370165745856354
44,0.3370165745856354
40,0.33516483516483514
22,0.3333333333333333
24,0.3333333333333333
17,0.32972972972972975
52,0.32972972972972975
39,0.32972972972972975
43,0.32972972972972975
55,0.324468085106383
30,0.32275132275132273
31,0.32275132275132273
35,0.3160621761658031
28,0.3160621761658031
20,0.3160621761658031
11,0.3128205128205128
25,0.3128205128205128
45,0.3112244897959184
18,0.3096446700507614
4,0.30808080808080807
62,0.30198019801980197
58,0.30198019801980197
42,0.2975609756097561
3,0.2824074074074074
27,0.2772727272727273
14,0.27111111111111114
56,0.27111111111111114
13,0.2687224669603524
7,0.2675438596491228
54,0.25957446808510637
47,0.25630252100840334
26,0.25523012552301255
10,0.25206611570247933
59,0.24897959183673468
5,0.24897959183673468
12,0.24897959183673468
50,0.24696356275303644
36,0.24497991967871485
6,0.23828125
23,0.23735408560311283
32,0.23735408560311283
49,0.23282442748091603
33,0.21631205673758866
57,0.21328671328671328
61,0.1783625730994152
