Node_ID,Eigenvector
3,0.37998981894809003
16,0.25604925032516157
11,0.253049085726096
18,0.2196484638625725
65,0.18014181554011718
68,0.17042723950500982
4,0.153318229323197
6,0.153318229323197
67,0.15259994925900058
32,0.13627537050433108
103,0.13095570425995914
8,0.1262440528442942
7,0.1262440528442942
193,0.12606779117517203
187,0.1210585604712042
167,0.10263753769027661
117,0.10228200531530822
345,0.09642602291393688
63,0.09175873721750577
102,0.0892840250337473
174,0.08635926177898409
49,0.0852235895737459
231,0.08519531267657267
300,0.08440296874872634
298,0.08348170708224713
294,0.0751103937808381
314,0.07431703084617622
70,0.07328133390896809
246,0.07249858590863044
71,0.07236941647740458
24,0.07229204549061428
363,0.06948398202269399
297,0.06531861834381542
220,0.06482343914439984
351,0.0646265665885341
120,0.06346920296678252
177,0.06229525718201951
55,0.06136475655728166
333,0.06037730927880963
155,0.05989993363117432
281,0.059297334844292206
2,0.059264962705943905
206,0.05916792242981038
140,0.058932604832228806
31,0.058925314884921115
169,0.0573837074477425
347,0.055985019243635914
285,0.05540706006101165
198,0.05407965984988865
365,0.05398014226192534
56,0.053890180609293646
286,0.05349896376438585
181,0.053473705698111544
14,0.0522141887284296
30,0.051392545379391134
236,0.051198172496798984
230,0.05034619892659204
72,0.04977634921555915
225,0.04936526374070008
92,0.04918853304864961
159,0.04845123122726511
121,0.04813375200092484
332,0.04811600963404868
207,0.04777792727994984
57,0.04755438889509037
19,0.04746134003197796
329,0.04640447616905261
310,0.046066857920877696
293,0.0453295634097013
331,0.04509318795817024
171,0.04480277745501616
172,0.04466990046161393
40,0.04449186392943482
391,0.044247323457972006
35,0.043892129151259375
350,0.04376805104102022
29,0.04359135406901597
191,0.04290433494495837
13,0.04273198859529006
319,0.042567835821577554
340,0.04255633672508226
277,0.04253389132447627
325,0.0422794227497389
425,0.042153526655933554
315,0.04202970321645449
249,0.041995191479749436
69,0.04198223896521539
54,0.04160941166699227
366,0.041470455026469275
326,0.04142434084031633
106,0.04070273644153579
176,0.04028839878578453
165,0.04017080389795698
311,0.03940994607440936
62,0.03922792203799054
60,0.03906988080763096
348,0.038943829689981765
116,0.038876795762841185
90,0.03880446114635534
12,0.03878315130848398
237,0.03859238072612709
223,0.03847200332861914
407,0.038411966965643106
184,0.038374581866986564
222,0.038207772632317435
312,0.03820484346422596
226,0.03819122630541164
335,0.03800222429545864
290,0.03783571279304757
173,0.03761874852447688
93,0.037602518825856926
188,0.037401736875097874
166,0.03721434595917089
130,0.03689082698346265
1,0.03656406146069321
52,0.0363071699945245
327,0.035987941732442234
178,0.03598271149456649
104,0.03583533735411415
284,0.03569668326125348
168,0.03546938607582571
17,0.03542570683298151
278,0.03495767266383715
114,0.03495270962291814
185,0.0347471578674326
330,0.03439702170524618
275,0.03432933549590175
212,0.03378678321011812
126,0.03288218457384014
91,0.03242138194986007
111,0.032322635549817104
142,0.031861534289046534
352,0.03160592210065649
232,0.03159923573846494
211,0.031569387821278695
307,0.03154611843316637
213,0.03148490766768786
210,0.031480232049430006
205,0.03144172369940243
413,0.03140678369564921
263,0.031320693280615174
34,0.03112131127662169
196,0.03093514647869579
295,0.030917156752271684
384,0.030877733634312926
383,0.03044830393224393
204,0.03043342471995666
386,0.030327110748599444
428,0.03011430518477322
10,0.030108308188098235
405,0.030046460844656633
254,0.0298687038085628
113,0.02979406454153577
27,0.029782890974970153
244,0.029269039782839977
66,0.02924281665010045
344,0.028975757254910212
346,0.028972363025886485
221,0.028957633380049405
265,0.028771575869423652
253,0.028663665913221253
179,0.02862058970099525
388,0.028564060902439344
122,0.028334631393286885
141,0.028102700047294833
371,0.027989372803496733
33,0.027927091381719612
357,0.02784146719268117
