Node,SIR_Score,Betweenness,Closeness,K-Shell,PageRank,Eigenvector,Katz,VoteRank
45,33.621,0.02688825121482474,0.4218181818181818,5,0.011354608394392876,0.09496162990945733,0.09384379334093115,45
17,33.191,0.010249240929945792,0.39862542955326463,5,0.009226168391073698,0.11167848207730387,0.09295042585100394,16
27,27.983,0.010973158634778504,0.39862542955326463,5,0.007470768734594475,0.07011361467721064,0.09201065174667991,0
6,24.193,0.004259523324460491,0.3706070287539936,5,0.0067273714862889165,0.04564186885995044,0.091522657005964,0
67,31.769,0.008384843464215965,0.39590443686006827,5,0.009382831190891212,0.08279527566509916,0.09292839416928901,19
15,47.347,0.1079107535333715,0.5,5,0.025197085578557172,0.3077172937613109,0.10083229855587508,72
57,25.1,0.005833810210448347,0.3741935483870968,5,0.006817456183676834,0.06142393951356613,0.0915279473381969,22
96,19.438,0.00016301373122962329,0.3558282208588957,3,0.0038197980101783266,0.06266464650200206,0.09018076500270285,0
64,18.126,0.0012082666931449433,0.332378223495702,4,0.005018434991442151,0.03326033679815196,0.09057545817159846,9
81,23.514,0.007254278806078047,0.39322033898305087,5,0.005849649747404675,0.0593839154878022,0.09108600581870632,0
23,41.175,0.05115918078001176,0.45136186770428016,5,0.017032493303582464,0.18738056732888878,0.09664987036295614,68
32,32.046,0.01476768234744753,0.4027777777777778,5,0.009356907078907515,0.07439101929236365,0.0929210533242226,3
80,21.59,0.0015637187666219948,0.3815789473684211,4,0.004707639283264937,0.06980624188305098,0.09065207333902245,0
24,27.853,0.02094923908052606,0.3972602739726027,5,0.009953471565309551,0.06420166627153627,0.09287750271162665,53
25,31.654,0.02931076445935428,0.3945578231292517,5,0.012790276585732289,0.08454301971812009,0.09426434155320523,61
66,25.346,0.0009959798211930527,0.3741935483870968,5,0.00551941066452916,0.07375000502775846,0.09110785219274052,0
5,35.901,0.0277688774749619,0.4172661870503597,5,0.013238665415010124,0.10760039160429016,0.09475749377722181,58
75,34.126,0.017220687454327335,0.4187725631768953,5,0.01026943055093754,0.11174999427466219,0.09340113664360558,33
88,8.493,0.0007300439110373391,0.3012987012987013,2,0.0032571966222682365,0.00937809452614557,0.08965697848803235,0
98,29.103,0.015140923879973596,0.3972602739726027,5,0.009427402632334698,0.07456780748583915,0.09290767460039927,37
